"kNN3" "kNN4" "kNN5" "kNN6" "kNN7" "kNN8" "kNN9" "kNN10" "kNN20" "kNN30" "kNN40" "kNN50"
"Myo6" 9.37231135272363 9.40485499342453 9.4246277573959 9.44335635915913 9.45889989112656 9.47737506764411 9.48854456935558 9.50046252673418 9.58964724349783 9.64200112561361 9.68368909575552 9.72471997236332
"Myo7a" 9.67343912154006 9.69914723607514 9.71900537302668 9.73517267796765 9.74704959110714 9.76189786877911 9.77250979397145 9.78222677150335 9.84282292450098 9.87092345190872 9.88870467187872 9.90148311739414
"Myo7b" 9.76694881052117 9.78105517586879 9.79230400599542 9.80129419310951 9.80860489940375 9.81549104627139 9.82038108978723 9.82603528268323 9.85989437670916 9.87951114823947 9.89384136427611 9.90459436081585
"Myo9a" 9.70509037893034 9.72673676692212 9.74116307541032 9.75395409624849 9.76384313176466 9.7751508534537 9.78456895709169 9.79410753301538 9.8467101690657 9.87017609743984 9.8852930187717 9.89639576996511
"Myo9b" 9.63393390125197 9.65343782729321 9.66821973419828 9.67909736980898 9.68781942388398 9.69825234268173 9.70526463474303 9.7116792852697 9.75527639361805 9.78021329895776 9.79829396106983 9.81312021593921
"Myoc" 9.61421195446457 9.63560403384909 9.65223200578815 9.66460807228609 9.67401004833611 9.68310251614984 9.69144229501757 9.69927664771769 9.74399277743672 9.77061841731615 9.78968811431191 9.80510115445945
"Myod1" 9.44223907066219 9.48824060896839 9.5099356491166 9.53719728617126 9.5551354462832 9.57018015849274 9.58113415430481 9.60015416910291 9.69906691918388 9.75927711239006 9.80327496519751 9.8421129977335
"Myof" 9.43450485799003 9.4684898439934 9.49367353251217 9.51233796483213 9.52618138107252 9.54165851941414 9.55318302199997 9.5641860143289 9.63315179836354 9.67335166181291 9.70182061799427 9.72466820249962
"Myom1" 9.53491250321726 9.56716104126187 9.58991948018176 9.60929319602518 9.62396745006944 9.64074132232023 9.65162594124781 9.66296599981418 9.73697413020239 9.77615254119948 9.80328111846646 9.82669204474151
"Myom3" 9.68863897439758 9.7105241790656 9.72802907737829 9.74279559361217 9.75388705068423 9.76491067165466 9.77307618760156 9.78070970495285 9.82883912422342 9.85550324439972 9.87480170375584 9.88940143538938
"Mypop" 9.75740251627499 9.78010260291623 9.79504336791274 9.80592783352261 9.81327803626699 9.82241967411456 9.82819142303639 9.83415468879281 9.86834290862647 9.88495036333827 9.89502545219169 9.90318947700317
"Mysm1" 9.66609184290584 9.68237517803708 9.69473280903997 9.7037883826675 9.71040993838488 9.71749752012239 9.72323215386306 9.72860081106508 9.76466188581994 9.78549925184776 9.80008802298271 9.81225377214227
"Myst1" 9.66993803661828 9.68786642634909 9.70065839559436 9.71054720354037 9.7183790892983 9.72666918560718 9.73308418135529 9.73889167460907 9.77832224599284 9.80163746001202 9.81907031010942 9.83354623505793
"Myst2" 9.45366744836972 9.48143568238756 9.50280115532243 9.51927319006833 9.53216348386778 9.54599088047356 9.55679024713693 9.5667705237369 9.63359834391804 9.67355781928318 9.70283899598523 9.72685168043054
"Myst3" 9.88552680286358 9.89387886476195 9.89997078404893 9.90474374918332 9.90854387389939 9.91244237972794 9.91546759030096 9.91800377121009 9.93391962261595 9.9425412991588 9.94842298526133 9.95315998808652
"Myst4" 9.70325089766482 9.71777831370043 9.72898375349266 9.73748465563312 9.74385967309648 9.75099048483143 9.75635360025755 9.76166723411447 9.7958474162656 9.81498439762513 9.82866558101752 9.83972688783829
"Myt1l" 9.77696390606144 9.79309844680915 9.80289010822725 9.81193128065872 9.8173289735889 9.82262629016301 9.82838908693715 9.83550236628173 9.8736479146214 9.89786308993411 9.91525706194285 9.92717912762908
"Myzap" 8.66522361934434 8.73196445768989 8.78245099910691 8.82220887601396 8.85247583411142 8.88457391823335 8.90969499498368 8.9327801752989 9.08468720747363 9.17143211325806 9.23552862459572 9.28846160135012
"Mzf1" 9.6779809248391 9.70134985654986 9.71709884658328 9.73032476610679 9.74024817812753 9.74991828537411 9.75729123478675 9.76398006933649 9.80807488536001 9.83231401811855 9.84923510074503 9.86434662656372
"Mzt1" 9.17975633637055 9.22155824856527 9.25257766483728 9.27589550506328 9.2937137640965 9.31226093340456 9.32657723137553 9.34044906534136 9.43439071714113 9.4903075376234 9.53160471724294 9.56637583806042
"Mzt2" 9.16165180705302 9.20444655906546 9.23720911294831 9.26184629275186 9.28124728847149 9.3021598834313 9.3184786595854 9.33370906873394 9.43685348000944 9.49718866182668 9.54193872046041 9.57825515231736
"N28178" 9.32018005107729 9.35892439560334 9.38863827925226 9.41026627897645 9.42571411550363 9.44465026754915 9.45811730543632 9.4700738006887 9.55060423587043 9.59655664706252 9.62902665345057 9.65769453220938
"N4bp1" 9.40134854461835 9.43062962939282 9.45397732365688 9.4696191220923 9.48152633530314 9.49363812247988 9.50381260736119 9.51365496619291 9.57815477879538 9.61615388005336 9.64367466141795 9.6658821574463
"N4bp2" 9.61357532060416 9.63465626422761 9.65092027831714 9.66310160037526 9.67235221170185 9.68229812953182 9.68949775820552 9.69631735408605 9.74248306378452 9.76845431797912 9.78658733148518 9.80161937972517
"N4bp2l1" 9.882869008112 9.89194388982887 9.89953463945362 9.90484720660493 9.90862690762459 9.91237946587127 9.91525612235508 9.91806284896322 9.93206619212174 9.93957014769874 9.94512849159815 9.9497032256178
"N4bp2l2" 9.63678226638386 9.65375720438434 9.6676098247962 9.67767426036571 9.68521449451914 9.6938889040685 9.70050169386556 9.70678891007947 9.74771694128122 9.77108405889606 9.78784134636757 9.80164545243641
"N4bp3" 9.43970980305679 9.47196314628372 9.4965311313977 9.51483685271136 9.52878900522023 9.54786520832189 9.56048583545653 9.57150739911456 9.64079486750253 9.68034634756092 9.70804487966625 9.73064915049822
"N6amt1" 9.17570448558017 9.21532555085873 9.24700140582548 9.27044533199476 9.28755592123425 9.30717826694768 9.32236609319038 9.33688406781206 9.43035898482069 9.48312384658048 9.52136205688016 9.5534031770038
"N6amt2" 9.07659560935307 9.12534363126206 9.16237666882163 9.19119827055889 9.21364482369221 9.23832297245836 9.25711386856013 9.27529550124305 9.39852945071458 9.46740744971817 9.51668797892299 9.55636542117603
"Naa10" 8.91354816813189 8.96483717692481 9.00435558519731 9.03512244443798 9.05804344427873 9.08355437547011 9.10301275515421 9.12157261648381 9.24879918633531 9.32257320712154 9.37661874483403 9.42159706848956
"Naa15" 9.30584003385703 9.33944940730984 9.36589375033265 9.38629950130961 9.40159574484937 9.41863907143553 9.43161857381916 9.44412163496213 9.5276855345007 9.57609303111905 9.61101492335146 9.63968800340429
"Naa16" 9.50244745376601 9.5282704977207 9.54919865806708 9.56513217698379 9.57716249365954 9.59023969553178 9.59985332083345 9.60870502121121 9.66917510548808 9.70619746238468 9.73444988462469 9.75765213321335
"Naa20" 9.08241948150984 9.12707449468935 9.16209610658442 9.18795715283255 9.20782979716402 9.23008830475547 9.24677604521135 9.26271135055924 9.37056450507613 9.4345256598441 9.48227776459566 9.52160543820231
"Naa25" 9.2581609090347 9.29526564608584 9.32405481772844 9.34533189460165 9.36085339505819 9.37851811305828 9.39240985204441 9.40562983073465 9.49103137928417 9.5392729262602 9.57425153621195 9.6031164748984
"Naa30" 9.76741281925614 9.78090193864226 9.79081471108004 9.79777377127616 9.80347490407692 9.80939296315112 9.81409059934974 9.8183850486564 9.84776632988278 9.86457451010596 9.87705431196762 9.88706630827175
"Naa35" 9.71483200662656 9.73023222490756 9.74182673061935 9.7510242933749 9.75818390328948 9.76574357617901 9.77101426055386 9.77602417159788 9.81020952380468 9.83006115559362 9.84472261103195 9.85705250173203
"Naa38" 9.36337995105921 9.39540451910077 9.4206896395663 9.44071332678601 9.45610057176294 9.47237063203437 9.4847758350772 9.49618965403638 9.57634613718127 9.62504338628433 9.66178460251368 9.69227469029978
"Naa40" 9.20532640299699 9.24745350134153 9.28007394589823 9.30450044833517 9.32334105670165 9.34289761603554 9.35820418035049 9.37235276180576 9.47055074185549 9.52967183132378 9.57381067846677 9.61022069008521
"Naa50" 9.22041550867954 9.25937537936482 9.29026494199643 9.31364588611282 9.33138028122739 9.35048675409582 9.36552020016981 9.37906611984163 9.47295864015914 9.52873620503732 9.57010976329342 9.60398353045111
"Naaa" 8.54845854122393 8.62975338899081 8.6925879561915 8.74256676157969 8.78288211244153 8.82963874778384 8.86934937758047 8.90985732879359 9.1632009163815 9.28096973374737 9.35638955900758 9.41702243810257
"Naalad2" 9.88322837681829 9.89330009477596 9.90051254984109 9.90640516378304 9.91009200369775 9.91429355640215 9.91711997275296 9.92004229351486 9.93769752054862 9.94851976308846 9.95523559783053 9.96069128274826
"Naaladl1" 9.74507835019548 9.76778473912607 9.78252259205867 9.79376532363702 9.80358062890337 9.81150195524823 9.8182230655 9.82493280104208 9.86817184732609 9.88994218878222 9.90576777191986 9.91774249997195
"Nab1" 9.6014726920403 9.62794292271086 9.64696099771203 9.66142550963073 9.67272189610848 9.68609170856775 9.69535805093366 9.70368017115419 9.761288254368 9.79336944246148 9.81698557798198 9.83575671803879
"Nab2" 9.42415340765697 9.45671873188764 9.48121316692733 9.50038966160112 9.51442315874518 9.53119315578099 9.54295282166959 9.5538394024769 9.62373356633752 9.66154035242405 9.68785718453782 9.7099144034704
"Nacad" 9.79380152143173 9.81385044176342 9.82955437545981 9.83986029065775 9.84593082784232 9.85372703878368 9.85905342044512 9.8636256548609 9.89367500513469 9.90908384920865 9.91997576835224 9.92869386108499
"Nacc1" 9.32243069244351 9.35625605170677 9.38206895201897 9.40200167910712 9.41769566457983 9.43428705620361 9.44723353472976 9.45939213373267 9.54220880341587 9.59055031658137 9.62637280533882 9.65552701132202
"Nacc2" 9.36119842732267 9.39817988736876 9.42806436770934 9.44715354770033 9.46218496882405 9.48118970718692 9.49255092974099 9.50066442508325 9.56316860138917 9.59874862185 9.62455807220847 9.64700401763694
"Nadsyn1" 9.77104006980104 9.78686542472355 9.79735521148997 9.8051372485166 9.81039918404243 9.81737494938591 9.82240860569427 9.82713631190779 9.85811976287714 9.87587283857285 9.88866385421477 9.89870648919968
"Nae1" 9.54327278858996 9.56715935993411 9.58485560417551 9.59844606995773 9.60900122014948 9.62009630371373 9.62867287052708 9.63632726198639 9.69049574774106 9.72274857471672 9.7469114852795 9.76653741257781
"Naf1" 8.99783471090077 9.04809726431739 9.08410396711893 9.11234417188672 9.1331060627242 9.15622295997248 9.17482937832961 9.19312368616739 9.30844846428502 9.37245374754969 9.41967255857892 9.45899303439084
"Naga" 8.91431718839844 8.9771577062143 9.02520115640775 9.06384154652067 9.09299085408348 9.12681808268119 9.15511263144872 9.18353609059909 9.35890068506787 9.44111027842363 9.49574879214639 9.53891669403993
"Nagk" 9.54551594265986 9.57399905451754 9.59507117589341 9.61117485745168 9.62328484764861 9.63707884560574 9.64729222260966 9.6570667045971 9.72149092922068 9.75602146188263 9.78004267802649 9.79903689095261
"Naglu" 9.55721720799275 9.58073134578942 9.59865848018828 9.61213506363255 9.62254936441118 9.63345521331778 9.64279715678836 9.65085356752481 9.70445188930374 9.73540609660037 9.7577790579492 9.77558474904875
"Nagpa" 9.36701628897447 9.40164439969849 9.42964152358676 9.45134797299738 9.46831615400482 9.4864689710474 9.50058538452916 9.51387536167063 9.60780861760653 9.66240512170391 9.70079367385963 9.73087370670394
"Naif1" 9.76075063874819 9.77567362900816 9.78696474592238 9.79561881867034 9.80183221206594 9.80843988544676 9.81381640742666 9.81905756054038 9.85262784382063 9.87188527413728 9.88570989712457 9.89621361905751
"Naip1" 9.39658209987194 9.45230861307313 9.50579936792904 9.53039378573547 9.54916197182021 9.56729181966963 9.57886565479691 9.59503768558276 9.66927672978666 9.71895968654425 9.75396129417411 9.77718457792449
"Naip2" 8.68452602410668 8.74860067971492 8.79758685667567 8.8316613808099 8.85814445399976 8.88737396238052 8.91003909369674 8.9323633088124 9.08411030449281 9.17332717472497 9.23644575277883 9.28779888817744
"Naip5" 9.45853762040779 9.48886980461718 9.51257563064847 9.52961463175669 9.54304716937566 9.56019573023527 9.57216129281064 9.58245780671703 9.65270715961688 9.69342678119111 9.72379232260487 9.74815734933808
"Naip6" 9.34820399301692 9.39038723479435 9.42027173004515 9.44208066920454 9.45983635851482 9.48038759521169 9.4957507997344 9.50977148213976 9.60568381407522 9.65083920642593 9.6818985693818 9.70885681982246
"Naip7" 9.32708603112878 9.36438583974759 9.39160742249537 9.41525482943764 9.43396987123822 9.45282130818602 9.46906357289852 9.48736006997983 9.59606857227682 9.64662324489595 9.68192210447539 9.71154336634709
"Nalcn" 9.6451613294965 9.66932280270646 9.68907876666159 9.70660468645407 9.71700822972446 9.72873637120242 9.73561106029846 9.74454197307129 9.80195837943196 9.82743188043306 9.8442565313576 9.85658409532464
"Nampt" 9.56732920983649 9.59121557322295 9.60750863480533 9.62117809859249 9.63140387744072 9.64275717415558 9.65127808616403 9.65939472170331 9.71336117450893 9.74530275967301 9.76946218953412 9.78882380159756
"Nanog" 9.60521476736076 9.63468935438712 9.65479230553465 9.67003647555221 9.68393482335549 9.69843871387483 9.71077020899274 9.7190679847146 9.78323539668451 9.81910886146379 9.84488836065833 9.86351409979354
"Nanos1" 9.57233134833008 9.60315137037891 9.62234240628874 9.63862670261623 9.6513893175918 9.6633324725945 9.67119040895392 9.68004703262513 9.73596460479523 9.76699727460728 9.78988676374503 9.80874351594302
"Nanos3" 9.20598193272019 9.24814670768955 9.28038406999143 9.30515239618069 9.32354047730812 9.34486172323682 9.35994534182191 9.37455239584905 9.46716529698532 9.51814235211042 9.55554795953135 9.58705809732021
"Nanp" 9.35535610850801 9.38753961727362 9.4112470405308 9.42871206758857 9.44212126948715 9.4569149354107 9.46795437677624 9.47868909075208 9.54985889404113 9.59160618355968 9.62301363771271 9.64898153033922
"Nans" 9.15794541706376 9.20089088142581 9.23553344059558 9.26165638558534 9.28164468401069 9.30298454723474 9.32001710766752 9.33563685588549 9.44474105004309 9.50801309885652 9.55426681519527 9.59159615591175
"Nap1l2" 9.4097894835499 9.4385095586155 9.46133433501932 9.47780814537491 9.49098750537411 9.50234714303267 9.51325113285896 9.5229260621738 9.58791423370452 9.62702413682411 9.6544232120588 9.67742502091245
"Nap1l3" 8.99699688112085 9.04755912327905 9.08502205708244 9.11552838353285 9.13768555769563 9.16236423613771 9.18139287303598 9.19872730059103 9.31546676664413 9.38298970731521 9.43111061750965 9.470170252615
"Nap1l5" 9.92685908970931 9.93344387925105 9.93891065948115 9.94225588440114 9.94465418204939 9.94750698351544 9.94944715749466 9.9513092495024 9.96390048997046 9.97030575689032 9.97481221549795 9.97821863791748
"Napb" 9.4952851341328 9.52334391755584 9.544857391578 9.56087551989208 9.57251404118275 9.58702582545018 9.59732508555473 9.60793344670425 9.66922884730239 9.70254681003855 9.72665551651871 9.74576077441606
"Napepld" 9.68954271798238 9.71918151503553 9.73605295407809 9.75136703450554 9.76163239027452 9.77287792072855 9.78095784272968 9.78791855813182 9.83610735002831 9.86045677056632 9.87662890979682 9.88902793819427
"Napg" 9.89994840182386 9.90612034689263 9.91127452545267 9.91494567690568 9.91763700289915 9.92087007980186 9.92322978850621 9.92540629765366 9.93983019968557 9.94800614587474 9.95378908378947 9.9584584497473
"Naprt1" 8.89074624541115 8.95801961438754 9.00856130094406 9.04539086504318 9.0717716793483 9.10073073634678 9.12227250517593 9.14272669067837 9.27195599484234 9.34434081448505 9.39604296321917 9.43805075938423
"Narf" 9.87017113112599 9.87911976707029 9.88529068203074 9.89027408777794 9.89391753977846 9.89825432141833 9.90126921663713 9.90398250576047 9.92174770479441 9.93164802001213 9.9388823310373 9.94466162663446
"Narfl" 9.66700886557929 9.68461413528854 9.69797938379119 9.70778463277632 9.71582965970611 9.72445483121263 9.7306367843069 9.73668902022494 9.7767990001226 9.80098439614773 9.81921223140168 9.83392034415679
"Narg2" 9.53880185672574 9.56399092034977 9.58239403368417 9.59561959242545 9.60546155995518 9.61590147914189 9.62377494242136 9.63157205288847 9.68361594744355 9.71241908373236 9.7325967858255 9.74928542393758
"Nars2" 9.42829090298207 9.45889613712016 9.48113552911672 9.49847820515313 9.51162844961903 9.52566948085011 9.53649819694808 9.54647180128359 9.61345003060198 9.6518059234813 9.68006946770124 9.70334190667047
"Nasp" 9.10393832469 9.15131913988753 9.18827083542425 9.21742083572408 9.2397576405061 9.26285765268631 9.28085206509371 9.29737081402394 9.41257889818498 9.48255219396564 9.53415077304393 9.57608727764628
"Nat1" 9.32728670905999 9.36459076944763 9.39232445630198 9.41405622910411 9.43131787648385 9.45061420284409 9.46467417841793 9.47966864137665 9.56237501882534 9.61128257750407 9.64576770592715 9.67273736920196
"Nat10" 9.15333975695258 9.19524697476603 9.22692433084564 9.25011023736601 9.26744477277484 9.28747075599444 9.30305629574417 9.31734149465474 9.41370960891661 9.46918390610881 9.51004110157522 9.5438623751672
"Nat14" 9.83167713990685 9.84841140556015 9.860354308465 9.86789495267263 9.87398118303461 9.88204634663699 9.88646019042819 9.89117307423319 9.91954361143265 9.93388898629279 9.94384980803451 9.95136020005341
"Nat15" 9.69709671228336 9.71249457921365 9.72459655046748 9.73395357613693 9.74137002885037 9.7491660474684 9.75540744018716 9.76102886266459 9.80241497443376 9.82854306929771 9.8477573318501 9.86315069833018
"Nat2" 9.79529720432678 9.80745167547157 9.8165151490742 9.82327588459156 9.82838769319192 9.83396766838763 9.83839477927042 9.84242394666628 9.86905772215904 9.88420809492639 9.89531413590256 9.90432380025248
"Nat6" 9.32191026477584 9.35370840654713 9.37816513435978 9.39606219756448 9.40988560668216 9.42622645409661 9.438366476589 9.44982014373126 9.52461992739455 9.56734227900203 9.59875383103749 9.62482885791467
"Nat8l" 9.08037331685515 9.12423084807465 9.15753010674713 9.18261203486191 9.20198594930537 9.22334611130178 9.23926824180103 9.25397093864592 9.35305380387221 9.4117259614943 9.45323564123836 9.48750768157083
"Nat9" 9.78989235534656 9.80229373937756 9.81116726300283 9.81810821179909 9.82372951714942 9.82996947069446 9.83432722018218 9.83848082361744 9.86596784163962 9.88219427090231 9.89429802375607 9.90412113161297
"Nav1" 8.55053429839634 8.63627753078968 8.69822918362244 8.74699075564462 8.7840668210224 8.82668979794167 8.86198869184236 8.89724738042378 9.10442464448322 9.20782407318059 9.27991596231849 9.33855485972407
"Nav2" 9.58665668208657 9.6107482405578 9.62876866774356 9.642661983528 9.65374558938998 9.66547429320978 9.67361529818125 9.68105221824775 9.73421867889502 9.76392550143233 9.78499046082952 9.80223840799903
"Nav3" 9.83595349189278 9.84908726332996 9.85928079531212 9.86696290878294 9.87352573921636 9.88051950340198 9.88607401701719 9.89051687732448 9.9174836460405 9.93331049134645 9.94349467075487 9.95140357996501
"Nbas" 9.66318986068467 9.68164539495087 9.69562540075937 9.70601653140093 9.71442264171352 9.72340730978386 9.73088505472755 9.73739909845759 9.78256641293101 9.80833874186743 9.82709223421137 9.8421453613918
"Nbea" 9.50206801605044 9.53765719905779 9.56440177230713 9.5858949282811 9.60157210014106 9.61705803460017 9.62886979665338 9.64017507038457 9.70724036144782 9.74461287204001 9.77028706700685 9.79011434254806
"Nbeal1" 9.92817809762822 9.93413425289122 9.9381476010716 9.94075144256399 9.94287090130909 9.94501510276941 9.94647935332809 9.94796603264662 9.95731933247699 9.96224830817984 9.96559503917336 9.96819257020518
"Nbeal2" 9.0773207469097 9.12078210609371 9.15404699026371 9.17925688728035 9.19819278354171 9.21806738409877 9.23395560679848 9.24919196769373 9.34869893604992 9.40640459328682 9.44757402555284 9.48133109289398
"Nbl1" 9.92538659770475 9.93202885205544 9.93610326293096 9.93899294245802 9.94172643254616 9.94490027149648 9.94673165697046 9.94923023973524 9.96023495936576 9.96587145587611 9.96986385554709 9.97280538738143
"Nbn" 8.99489901204891 9.04608151822835 9.08529870049017 9.11518729230656 9.1377589145092 9.16297483353171 9.18272118635207 9.20134680512118 9.32765220933134 9.40131349305011 9.45605619055724 9.50006476025921
"Nbr1" 9.81739851788924 9.82808241287537 9.83583886399119 9.84179061509813 9.84640747946556 9.85243505435639 9.85627791690403 9.85990183798823 9.8825156273998 9.89495563243852 9.90365210222282 9.91067357808901
"Ncald" 8.67468552064754 8.74957109060352 8.78626179900862 8.82085660609848 8.8584502824834 8.90590972188404 8.92589342777672 8.94568138425021 9.09864668993076 9.18200180440354 9.24613412585696 9.31295002577101
"Ncam1" 7.37317022979139 7.47955054325699 7.56691830366517 7.63129980585223 7.67924160689355 7.7302113180241 7.77332025040599 7.81633466841082 8.10818889248094 8.2833409208031 8.4043821200445 8.50143658886967
"Ncam2" 9.77613709236197 9.79636002788379 9.80739453615083 9.818349858567 9.82646456166714 9.83438024134382 9.83986576730356 9.84620128168108 9.88767452237358 9.9118021300643 9.92897389895632 9.94144734058197
"Ncan" 9.83155128497878 9.8452589466392 9.85401562674846 9.86607280294364 9.87505365191785 9.88118011788199 9.88506933109596 9.89014006427043 9.91143187287799 9.9225082564852 9.93050507690192 9.93650139096856
"Ncapd2" 8.625725237607 8.70863005883607 8.77094713266211 8.81945278857205 8.85810764641231 8.89595183321072 8.92313909720202 8.94782627396582 9.12921657419607 9.24126148623307 9.32587249219773 9.39560747808493
"Ncapd3" 8.7812921745472 8.85067426925139 8.90331248515294 8.94529361452745 8.97797816788012 9.01179117230508 9.03725762983385 9.06056075126321 9.22673056987357 9.3274212532492 9.40305542268428 9.46481641042837
"Ncapg" 8.49089309397476 8.58407826094417 8.65241926027434 8.70864527330033 8.75108259071074 8.79440899975012 8.8266353990792 8.85643924926837 9.06275086659938 9.18747787461692 9.28255803717259 9.36061097619547
"Ncapg2" 8.66946514070176 8.75198074381628 8.8133928782365 8.86256416414167 8.90090785632715 8.94030267857268 8.9698090433558 8.99616239455032 9.17772534648719 9.2877203997266 9.37115353060246 9.43835796902469
"Ncaph" 8.50478094904351 8.59635765500749 8.6649302924652 8.72024108156046 8.76367210181564 8.80563304129032 8.83676902195699 8.86517445630794 9.06993650297444 9.19474371184493 9.28954643428791 9.36718435544267
"Ncbp1" 9.44953074811823 9.47915471348588 9.50169168167032 9.51896381735555 9.53203699365538 9.54561167570751 9.55677953318283 9.56684195082365 9.63688779317714 9.67882530185419 9.71032006295651 9.73570107329292
"Ncbp2" 9.19235939926114 9.23130074301939 9.26228665596962 9.28537015211763 9.30309772225264 9.3224552884198 9.33757688314918 9.35174538995755 9.44788854136945 9.50516023418348 9.54776820743023 9.58242769324178
"Nccrp1" 8.46277630060515 8.56582281754454 8.67801290993018 8.74547095099277 8.80923219177042 8.89570612289039 8.95386028404449 9.03017700335882 9.55079245872239 9.72958745852134 9.8030013016577 9.84132597053027
"Ncdn" 9.53690421045449 9.56164972678231 9.58159333899275 9.59530181432636 9.60591409679566 9.6178888151018 9.6269907349234 9.63525417669349 9.69012761114803 9.72083356836677 9.74289920284899 9.76109654170011
"Nceh1" 8.80070616138335 8.85914032179763 8.90308569698342 8.93709168863203 8.96424404640763 8.99519313031902 9.01817472317011 9.03985508098138 9.18328036730429 9.26717982683362 9.32900404074016 9.3800183295316
"Nck1" 9.64308932181955 9.66210807855612 9.67547942740837 9.68648640891195 9.69529094969001 9.70540394964979 9.71269614850443 9.71970671072986 9.766801081394 9.79431885600329 9.81452182055145 9.83060741154691
"Nck2" 9.59057782720528 9.62526907510749 9.64885522393168 9.66396832337516 9.67399939900577 9.68656711085956 9.69492403391972 9.70206347069805 9.75227518663892 9.77945757999984 9.79790854149495 9.81314313777197
"Nckap1" 9.39825841932167 9.44192008421145 9.47376737480414 9.49708620623464 9.51769190083117 9.53716766989369 9.55299979515421 9.56561458865995 9.65280357484613 9.70102809662251 9.73300435747943 9.75792280442261
"Nckap5" 9.70662009737384 9.73653553412462 9.75990360830827 9.77139175727766 9.78121387570323 9.78999443139254 9.79593781411836 9.80205802300649 9.8455003296415 9.87400783362168 9.88994490517016 9.90245432964855
"Nckap5l" 9.42036799324516 9.45233706876856 9.4755267301677 9.49312681633555 9.50599141927863 9.52032697808785 9.53116056123723 9.54153437923684 9.60931431539839 9.64734107923028 9.67347957492251 9.69486997952532
"Nckipsd" 9.34310244559673 9.38254244870736 9.41292577720383 9.43873865758127 9.45885121523417 9.48668031231124 9.50518098380682 9.52313572359264 9.62467862944686 9.66888793179768 9.69604840510212 9.71765907447734
"Ncln" 9.42700872224515 9.45772331088016 9.48064532815277 9.49935637979913 9.5140196911769 9.52992873633092 9.54195891500189 9.55298794516812 9.63500619710644 9.68625706794477 9.72426845575576 9.7539410050015
"Ncoa1" 9.91539158203562 9.92167834395501 9.92654263466974 9.93024311772944 9.933118538217 9.93707332537822 9.93954045128887 9.94180406577133 9.95355998122157 9.95994826364263 9.96457934872301 9.96835899945937
"Ncoa2" 9.83973226826183 9.84990503122717 9.85721342471821 9.862728432581 9.86688791500316 9.87137074894865 9.87482574511496 9.87795136777749 9.89826575734738 9.90978787302238 9.9181022800521 9.92466377641765
"Ncoa4" 9.17160358176242 9.21578181821096 9.24693278488943 9.2712032804063 9.29057639697828 9.31133045529645 9.32782815339311 9.34363637466158 9.44694318037523 9.50607657438728 9.5490808920971 9.58338413039533
"Ncoa5" 9.5252627131286 9.5507985977006 9.56957429642673 9.58332371794905 9.59378091557056 9.60482047598274 9.61375455551911 9.62217358742993 9.67814332262738 9.70962042717266 9.73288096490905 9.75173308001848
"Ncoa6" 9.76995838855135 9.78311341668781 9.79233726706002 9.79968934136886 9.80538430327707 9.81159950292804 9.81645612891518 9.82101141658319 9.85171851849975 9.87029696983786 9.88359102107834 9.89395117939371
"Ncoa7" 9.18587323607029 9.2246841992762 9.2539997625626 9.27754239425756 9.29516930639676 9.3151333289376 9.33063096614451 9.3462597906149 9.44318636247987 9.49743915829254 9.53657910855735 9.56864369095173
"Ncor2" 9.36383523314622 9.39573438562693 9.42158108633831 9.44006982321888 9.45466689416942 9.4706558691588 9.4828455600624 9.49454202513102 9.57242787800344 9.61697941750637 9.64900135337849 9.67485028247256
"Ncr1" 6.84585321388089 7.02435933921314 7.11988635982847 7.21498933746038 7.30437827148682 7.40006739202689 7.45555803751384 7.51688984375336 7.93435330695395 8.17293746974891 8.38332981012952 8.60979264943184
"Ncrna00085" 9.67743804218866 9.69946419780883 9.71723423111193 9.72986512363064 9.74121784695135 9.75175907664548 9.75677791254745 9.76361814966236 9.80413830767776 9.82645618794931 9.84256775922193 9.85586682365451
"Ncrna00086" 8.99073983110973 9.04007868743183 9.07775587664799 9.10600403667823 9.12671676031122 9.15050262624831 9.16849368240983 9.18582459987816 9.30096146933762 9.3665435181886 9.41386714432405 9.45348821674309
"Ncs1" 8.38004660882846 8.46311443598701 8.52420489780606 8.57100420830106 8.60605583973062 8.64669163456649 8.67590333777916 8.70377486838819 8.88700392112947 8.98974511463058 9.06526209869404 9.12869608875748
"Ncstn" 9.64164317085822 9.66171713067091 9.67734889613853 9.68931741678903 9.69831084817491 9.70783568300185 9.71511979700091 9.72204374071245 9.76891259425643 9.7966059893976 9.81683572934813 9.83281807409107
"Ndc80" 8.70467757070579 8.7841218571496 8.84417125842927 8.89185648782444 8.92931877918437 8.96519871528969 8.99226439343915 9.01681479532771 9.19206611574299 9.29801061899007 9.37774888316294 9.44319180201801
"Nde1" 9.14738904471234 9.19428327242737 9.22960718035224 9.25727272721834 9.27856360136187 9.3001452760587 9.31635505445104 9.3314447140026 9.43742303333536 9.50108015864554 9.5486271052292 9.58844498625503
"Ndel1" 9.6734959877092 9.69086141599183 9.70374962203764 9.71363194967388 9.72128022777514 9.72890398598393 9.73468204965521 9.74048041336207 9.77724367276235 9.79801902483732 9.81350958769364 9.82620475044841
"Ndfip2" 9.78161945402161 9.79515115320608 9.80565940188649 9.81307992574204 9.819136245831 9.825279290465 9.83007733429871 9.83470737866378 9.86782758120953 9.88775213278185 9.9021257684511 9.91301633424155
