"kNN3" "kNN4" "kNN5" "kNN6" "kNN7" "kNN8" "kNN9" "kNN10" "kNN20" "kNN30" "kNN40" "kNN50"
8.42572563523115 8.78477070393878 8.97292505436283 9.0939253974946 9.17952464860817 9.24182048768055 9.29239250675261 9.32798672676606 9.51743713629183 9.5879680481058 9.62940135879192 9.65605123268572
7.32374161510741 7.67279989695713 7.8422217335321 7.99578297129878 8.08590656737736 8.15035528324059 8.20415256536097 8.2485526691773 8.51134200009913 8.6190198029201 8.69041028498147 8.74059156926963
7.04802453022305 7.52616317753218 7.78549929644027 7.99036612515747 8.14766228949108 8.24946209043112 8.34472159683535 8.42073407864217 8.83460821952292 9.02642391613843 9.15388226228958 9.23917724504744
8.1361916770771 8.48631490383386 8.67973376969896 8.79841395717537 8.8942713820714 8.95271872926986 9.00333073021302 9.04682196662123 9.26255424108294 9.34788124386294 9.39562305213457 9.42484720541516
6.29630706076098 6.81408197541536 7.06156672431426 7.22625393030847 7.37226309669693 7.43253540013616 7.50702274972726 7.59190273582135 8.031896058745 8.23404385752389 8.36230973142839 8.46008386824026
7.9355987157752 8.28250719004927 8.47209029616416 8.58940375652674 8.67533370291539 8.73570376703554 8.78798968533157 8.83367838357519 9.05962902126466 9.145559064623 9.19701016625601 9.23071291553702
7.41314212147841 7.81980177042351 8.03761838711027 8.19154300945442 8.3018859353861 8.38117036840396 8.4470711529833 8.50779886959013 8.82972211090552 8.97508375971545 9.06625224160929 9.12820526172768
6.33582520605907 6.78257130217175 7.12096625255995 7.31744012560871 7.44553215152306 7.57616615378894 7.67773177466484 7.74706000228416 8.19143958651323 8.39044499570438 8.5125014286033 8.58961693916393
6.15729295238252 6.62530041119936 6.84956444000545 7.04692146219853 7.16523632928057 7.26000293128908 7.36655785562175 7.44652096463564 7.90037543314273 8.08771147515672 8.20999063617207 8.30301281395344
7.11672237837892 7.60855996915901 7.8826187553154 8.06386265574317 8.20439397854242 8.30283272796604 8.37934958803355 8.44850980071039 8.82470803090847 8.99374045496602 9.08557752007648 9.14651928921329
7.5693769065476 8.00630314540859 8.28185448748845 8.45755027648579 8.5792365980245 8.66457887752961 8.74641884055055 8.82318728705752 9.16937187859388 9.32388046883479 9.42082085221975 9.48809979794574
7.76528954022066 8.25637596040782 8.49275589902625 8.64714362713079 8.76799794807305 8.85247236008043 8.91558937715201 8.97093680018908 9.26317645550472 9.3831598612347 9.45631968477981 9.50049827309935
7.59399300443503 8.08268252371671 8.32650466309967 8.48607657612283 8.59282814927378 8.6839902678465 8.76441642564712 8.83400598752042 9.17448674308514 9.33034342984115 9.42840435738769 9.49292048531668
7.035009924472 7.57943932405426 7.8424514172099 8.04868309247302 8.18302888411096 8.27840643606061 8.36623627950844 8.44285813425756 8.84486930148399 9.01612121839221 9.12131939820761 9.19757370680363
7.27402678692322 7.73375971410363 7.99050557596132 8.13977364045936 8.26495078285689 8.35889637591108 8.43957959024998 8.50056026225837 8.86383595997589 9.03456852248795 9.13481194251 9.20629568541372
6.33698156911136 6.74517919103403 6.97411800954475 7.18446064717299 7.31564296621239 7.41037692197832 7.5060291117303 7.58069814361382 8.04355805438393 8.23941487705354 8.3647714983617 8.46039351174643
7.19613615265069 7.74280209110216 8.02062114120655 8.21774624604403 8.37096137289112 8.45417783381091 8.5439419998539 8.61454617187066 8.98367638053468 9.15348553614127 9.2656779870182 9.3357701813813
6.55583137401437 7.14646610345852 7.43086291184888 7.61049605154253 7.78717091173448 7.90446191394708 7.98092117771306 8.04197714650987 8.45834722473418 8.63324070301093 8.75742929908845 8.8381632701287
6.56301998209246 6.97380373333354 7.2820263543227 7.44391999739491 7.60315738405306 7.72452712355462 7.79303851129322 7.86677610524263 8.29596725618083 8.52804773183351 8.68370261790947 8.79724190170224
7.19983954141368 7.75369737918011 8.00837780203629 8.20304346973254 8.34126517743231 8.43402636337638 8.52453741587943 8.58803097485432 8.97461111571704 9.1563063044284 9.27467468365869 9.35776478561991
7.63641113505487 8.06626325280239 8.27927391632956 8.43933575468963 8.55252315091635 8.63312725185451 8.70321155484087 8.75815090964472 9.05516982180578 9.17779103488476 9.25317155809171 9.29872183635194
7.52031107425848 7.8731371736982 8.07035011659457 8.20044998702999 8.29382068034267 8.36119866207935 8.42135134516293 8.472341239792 8.74201122820902 8.85474536800737 8.92732194052884 8.9749952003258
7.10036537482544 7.56509893238858 7.81682916885812 7.99146406521255 8.11444061843963 8.20900424600292 8.29058466784813 8.35958938500021 8.73891219214242 8.90055189390958 9.00537873155792 9.06970864676789
7.39667390117714 7.83221518754063 8.09109239758257 8.25534172660589 8.38653065209635 8.47793749114742 8.5486852547791 8.60927973249694 8.94362276468465 9.08693641692772 9.17279521996777 9.2301830681448
7.41821599394249 7.94084953016678 8.18437170153794 8.36983357873147 8.49583912898515 8.57359299579985 8.64297455121371 8.71463104014989 9.03145635012178 9.17981382338043 9.27411955672762 9.33688783808029
6.8448761438893 7.36175423176971 7.63125722727445 7.82781380663774 7.96821973997188 8.07655512901291 8.15752487541435 8.23155987545687 8.63593909673949 8.81275198116785 8.92838164212143 9.01106782813598
8.25702066291838 8.62452801239693 8.80527395515323 8.92341953807678 8.99935783315409 9.06081574044525 9.11161639335105 9.15625849457683 9.36652024423054 9.44892996860688 9.49684575726653 9.52984107470649
