"","S.Score","G2M.Score","Phase"
"C20.D042193.3_8_M.1.1",-0.551044326028319,-0.239882860653812,"G1"
"C20.D042467.3_9_M.1.1",-0.353726214233386,-0.595668154362627,"G1"
"C20.D042479.3_8_M.1.1",-0.597063059075644,-0.678668455239929,"G1"
"C20.MAA000409.3_10_M.1.1",-0.637100112970344,-0.288634929239948,"G1"
"C20.MAA000596.3_9_M.1.1",0.362376475893516,-0.718389935258326,"S"
"C20.MAA000600.3_8_M.1.1",-0.127325114308342,-1.07997402416072,"G1"
"C20.MAA000639.3_9_M.1.1",-0.698255142792647,-0.223198531693052,"G1"
"C20.MAA000652.3_10_M.1.1",-0.584728397522416,-0.402330466839227,"G1"
"C20.MAA000844.3_10_M.1.1",-0.402266739899889,-0.370933769504889,"G1"
"C20.MAA000848.3_10_M.1.1",1.97729247450525,-0.149365198641682,"S"
"C20.MAA001844.3_38_F.1.1",-0.926178528143508,2.84144066984067,"G2M"
"C20.MAA001883.3_39_F.1.1",2.87868928820256,1.06580545715175,"S"
"C20.MAA001884.3_38_F.1.1",-0.08106532957738,-0.134843657488888,"G1"
"C20.MAA001888.3_39_F.1.1",-1.02621142058277,-1.08275643838443,"G1"
"C21.D042044.3_9_M.1.1",3.13327193509428,1.27334689462773,"S"
"C21.D042193.3_8_M.1.1",-0.88250916856984,-0.923095024336067,"G1"
"C21.D042479.3_8_M.1.1",-0.279382392411722,-0.360172640861753,"G1"
"C21.D045140.3_38_F.1.1",-0.285197030284592,-0.235551837049574,"G1"
"C21.MAA000409.3_10_M.1.1",-0.867694209937122,-0.649785231802724,"G1"
"C21.MAA000600.3_8_M.1.1",-0.493350988031703,-0.176873290921603,"G1"
"C21.MAA000639.3_9_M.1.1",-0.337623364530649,-0.215797888074456,"G1"
"C21.MAA000652.3_10_M.1.1",-0.27133813805246,-0.250785404457892,"G1"
"C21.MAA000848.3_10_M.1.1",0.616225242172852,-0.733137945279694,"S"
"C21.MAA001883.3_39_F.1.1",-0.156201304114997,-0.56244318249508,"G1"
"C21.MAA001884.3_38_F.1.1",2.20364060209651,3.21431854122973,"G2M"
"C21.MAA001887.3_39_F.1.1",1.98552494871454,0.664011349420087,"S"
"C22.D041912.3_8_M.1.1",-0.850300386347455,-0.335638096657521,"G1"
"C22.D042193.3_8_M.1.1",-0.17883898692871,-0.781150252726466,"G1"
"C22.D042467.3_9_M.1.1",-1.14667656354588,-0.861629689661792,"G1"
"C22.D042479.3_8_M.1.1",2.91204984049683,1.82898896833205,"S"
"C22.D045139.3_39_F.1.1",-0.838276165392004,-0.857313589647397,"G1"
"C22.MAA000409.3_10_M.1.1",-1.16151280474127,3.00464224563903,"G2M"
"C22.MAA000596.3_9_M.1.1",-1.23248466626654,-0.882716954093279,"G1"
"C22.MAA000600.3_8_M.1.1",-1.31743174911383,-1.16870394850296,"G1"
"C22.MAA000639.3_9_M.1.1",-0.764894062923552,-0.464232285152593,"G1"
"C22.MAA000652.3_10_M.1.1",-0.71857119785883,-0.57209293982477,"G1"
"C22.MAA000844.3_10_M.1.1",-0.775623763614857,-0.156158032769479,"G1"
"C22.MAA000848.3_10_M.1.1",1.47654006817119,-0.800864226489623,"S"
"C22.MAA001883.3_39_F.1.1",-0.675112914277525,-0.457002678599357,"G1"
"C22.MAA001884.3_38_F.1.1",-0.818550830609076,-0.368096049721591,"G1"
"C22.MAA001887.3_39_F.1.1",-1.09247366081505,-0.920685499391219,"G1"
"C3.D041912.3_8_M.1.1",-1.68163299787198,-1.23675632737117,"G1"
"C3.D042193.3_8_M.1.1",1.38322068244374,2.90845030908422,"G2M"
"C3.D042479.3_8_M.1.1",2.1596885054496,1.19717349434353,"S"
"C3.MAA000409.3_10_M.1.1",-0.662083064483129,-0.418893178062658,"G1"
"C3.MAA000596.3_9_M.1.1",-1.31883022442187,3.20477201402314,"G2M"
"C3.MAA000600.3_8_M.1.1",0.0932723164587519,-0.771400371585815,"S"
"C3.MAA000639.3_9_M.1.1",-0.738715135593721,-0.280327473468931,"G1"
"C3.MAA000652.3_10_M.1.1",-0.497292737919309,-0.545145331942607,"G1"
"C3.MAA000844.3_10_M.1.1",-0.609643056342333,-0.601516458594726,"G1"
"C3.MAA000848.3_10_M.1.1",-0.914731386139872,-1.14708099423639,"G1"
"C3.MAA001842.3_38_F.1.1",-0.282862620410275,-0.715167156086079,"G1"
"C3.MAA001883.3_39_F.1.1",-0.829361994045197,-0.79669655267315,"G1"
"C3.MAA001884.3_38_F.1.1",0.113674798084935,-0.59113921861306,"S"
"C3.MAA001887.3_39_F.1.1",-0.979131243719388,-1.01235902166658,"G1"
"C3.MAA001888.3_39_F.1.1",-0.731752081989861,-0.739045502130143,"G1"
"C4.D041912.3_8_M.1.1",1.39678170258133,2.34557660910389,"G2M"
"C4.D042193.3_8_M.1.1",-0.792592649543121,-0.883850359148634,"G1"
"C4.D042479.3_8_M.1.1",-0.58358153048935,-0.540069203008859,"G1"
"C4.D045139.3_39_F.1.1",-0.966277801265226,-0.802207533887001,"G1"
"C4.D045140.3_38_F.1.1",1.68648976091233,1.79967918087138,"G2M"
"C4.MAA000409.3_10_M.1.1",-0.640936188726643,-0.684476025308213,"G1"
"C4.MAA000600.3_8_M.1.1",-0.804497135794198,3.01729038415548,"G2M"
"C4.MAA000639.3_9_M.1.1",1.5286792167553,1.85642918090552,"G2M"
"C4.MAA000652.3_10_M.1.1",-0.75583242181563,-0.528063185273572,"G1"
"C4.MAA000844.3_10_M.1.1",-0.412119493804683,-0.178892735339712,"G1"
"C4.MAA000848.3_10_M.1.1",2.02823982138665,-0.883643353113968,"S"
"C4.MAA001844.3_38_F.1.1",-0.79983814409609,-0.584556282121351,"G1"
"C4.MAA001883.3_39_F.1.1",-0.807145083392632,-0.983633218216638,"G1"
"C4.MAA001884.3_38_F.1.1",-0.512233987822442,-0.701908713065592,"G1"
"C4.MAA001887.3_39_F.1.1",1.40246310114526,-0.697224035911586,"S"
"C5.D041912.3_8_M.1.1",-0.957759442948631,-0.932940000680713,"G1"
"C5.D042044.3_9_M.1.1",0.562953655448758,3.90142831260733,"G2M"
"C5.D042479.3_8_M.1.1",-0.363668339578077,-0.641153617232666,"G1"
"C5.D045140.3_38_F.1.1",2.29970568613144,0.898109724883822,"S"
"C5.MAA000409.3_10_M.1.1",-0.465090554953913,-0.799982312309366,"G1"
"C5.MAA000600.3_8_M.1.1",2.05769045123884,0.962918004416649,"S"
"C5.MAA000639.3_9_M.1.1",0.794451126517658,2.85346778158037,"G2M"
"C5.MAA000652.3_10_M.1.1",-0.556367889894529,-0.14087266173588,"G1"
"C5.MAA000848.3_10_M.1.1",-0.934468572231958,-1.17781567285828,"G1"
"C5.MAA001844.3_38_F.1.1",-0.228760510586664,-0.173097076430272,"G1"
"C5.MAA001884.3_38_F.1.1",-0.537254135601558,-0.608748745277735,"G1"
"C5.MAA001887.3_39_F.1.1",1.70394608489508,0.670753712427576,"S"
"C6.D041912.3_8_M.1.1",-1.00411391265642,-0.747127583738467,"G1"
"C6.D042044.3_9_M.1.1",-0.519615685294472,-0.737728644067708,"G1"
"C6.D042193.3_8_M.1.1",-0.90150569002497,-0.807203563731998,"G1"
"C6.D042479.3_8_M.1.1",-0.214943861054166,-0.38624149482225,"G1"
"C6.D045140.3_38_F.1.1",-0.34565651240999,0.00673442003537511,"G2M"
"C6.MAA000409.3_10_M.1.1",0.287535429029815,3.10768535173821,"G2M"
"C6.MAA000600.3_8_M.1.1",-1.29938300921029,-0.692554318203837,"G1"
"C6.MAA000639.3_9_M.1.1",-0.801683915179003,-0.45066366023209,"G1"
"C6.MAA000652.3_10_M.1.1",-0.610587259736725,-0.482137741562923,"G1"
"C6.MAA000844.3_10_M.1.1",-0.63020444063063,-0.506484521307763,"G1"
"C6.MAA000848.3_10_M.1.1",0.991942459161298,-0.400947224073573,"S"
"C6.MAA001844.3_38_F.1.1",-1.04934517706535,-0.822849949062948,"G1"
"C6.MAA001883.3_39_F.1.1",-0.76127042268495,-0.380909091237654,"G1"
"C6.MAA001884.3_38_F.1.1",-0.773354943801652,-0.597186739465942,"G1"
"C6.MAA001887.3_39_F.1.1",2.11414992427012,2.42735894061449,"G2M"
"C6.MAA001888.3_39_F.1.1",1.92099287663926,0.134178978309707,"S"
"C7.D041912.3_8_M.1.1",0.0579767659932646,1.83222527179357,"G2M"
"C7.D042044.3_9_M.1.1",2.927912500566,0.85073359128476,"S"
"C7.D042479.3_8_M.1.1",-0.363608925784956,-0.876747206455557,"G1"
"C7.D045140.3_38_F.1.1",0.659131652523669,0.92154571272636,"G2M"
"C7.MAA000409.3_10_M.1.1",-0.889998012710434,0.825103861528274,"G2M"
"C7.MAA000600.3_8_M.1.1",-0.994093366666429,-0.921334777951967,"G1"
"C7.MAA000639.3_9_M.1.1",-0.0466075020647914,2.77741286729037,"G2M"
"C7.MAA000652.3_10_M.1.1",2.7088740295791,2.19559397851178,"S"
"C7.MAA000844.3_10_M.1.1",-0.734721236711243,-0.787426413023978,"G1"
"C7.MAA000848.3_10_M.1.1",1.30546388064338,-0.794052293979889,"S"
"C7.MAA001844.3_38_F.1.1",-0.887812777827956,-0.037099917433407,"G1"
"C7.MAA001884.3_38_F.1.1",-0.75862267156145,-0.525300687101212,"G1"
"C8.D042044.3_9_M.1.1",-0.798572963497099,-0.416806994277366,"G1"
"C8.D042193.3_8_M.1.1",1.29043436699561,2.35909170453846,"G2M"
"C8.MAA000596.3_9_M.1.1",1.30197669957709,-0.742517496572723,"S"
"C8.MAA000600.3_8_M.1.1",0.624941227602269,-0.937879603512127,"S"
"C8.MAA000639.3_9_M.1.1",-0.810746956703414,0.582628983376613,"G2M"
"C8.MAA000652.3_10_M.1.1",-0.656098313167793,-0.370128625146383,"G1"
"C8.MAA000844.3_10_M.1.1",-1.1247898268166,-0.843837895792252,"G1"
"C8.MAA000848.3_10_M.1.1",-0.675679722280504,-0.710241023760783,"G1"
"C8.MAA001844.3_38_F.1.1",-0.871286258867989,-0.895560878377123,"G1"
"C8.MAA001884.3_38_F.1.1",2.33483444668464,0.974122531328884,"S"
"C8.MAA001887.3_39_F.1.1",-0.817731709287569,-0.957658042661608,"G1"
"C9.D042044.3_9_M.1.1",-0.355709473306248,-0.614496783141806,"G1"
"C9.D042193.3_8_M.1.1",-0.756984548078065,-0.237886338549196,"G1"
"C9.D045139.3_39_F.1.1",-0.966354846914114,-0.385080327933708,"G1"
"C9.MAA000409.3_10_M.1.1",0.506021110460428,2.72547400479738,"G2M"
"C9.MAA000600.3_8_M.1.1",-0.74547181431741,-0.847085987064207,"G1"
"C9.MAA000639.3_9_M.1.1",0.85925680917964,2.15155958337677,"G2M"
"C9.MAA000652.3_10_M.1.1",-0.520518838552043,-0.390568178127006,"G1"
"C9.MAA000844.3_10_M.1.1",0.928811661160105,0.00913850049300535,"S"
"C9.MAA000848.3_10_M.1.1",-0.316559464702452,-0.935117672196364,"G1"
"C9.MAA001884.3_38_F.1.1",-0.520423664517603,0.00010060125275213,"G2M"
"D1.D041912.3_8_M.1.1",-0.908403693316897,2.9240858826985,"G2M"
"D1.D042044.3_9_M.1.1",-0.93562560149978,-0.754010774253296,"G1"
"D1.D042479.3_8_M.1.1",-0.778157777109185,-0.639060036016718,"G1"
"D1.MAA000409.3_10_M.1.1",1.0737861886056,0.738200507778894,"S"
"D1.MAA000600.3_8_M.1.1",2.56170098535776,0.449803370228645,"S"
"D1.MAA000652.3_10_M.1.1",-0.551298820960076,-0.4337553385651,"G1"
"D1.MAA000844.3_10_M.1.1",0.412131333478071,-0.349776179016259,"S"
"D1.MAA000848.3_10_M.1.1",-0.623014900580464,-0.544333977944699,"G1"
"D1.MAA001844.3_38_F.1.1",-0.153605774173099,-0.755346703597706,"G1"
"D1.MAA001884.3_38_F.1.1",-0.467172268434469,-0.567560021115494,"G1"
"D1.MAA001887.3_39_F.1.1",0.934520653565877,-0.763414632836464,"S"
"D1.MAA001888.3_39_F.1.1",-1.14822460045926,-1.14732243869063,"G1"
"D10.D041912.3_8_M.1.1",-1.01129258381575,-0.296793029114812,"G1"
"D10.D042044.3_9_M.1.1",-0.294174193259894,-0.559466400350601,"G1"
"D10.D042193.3_8_M.1.1",-0.668423942169723,-0.785299460297542,"G1"
"D10.D045139.3_39_F.1.1",-0.571134381614865,-0.574173140431319,"G1"
"D10.MAA000409.3_10_M.1.1",2.09346099781447,1.88187034242809,"S"
"D10.MAA000596.3_9_M.1.1",2.01407791857345,0.947827389676393,"S"
"D10.MAA000600.3_8_M.1.1",0.368850784166008,-0.698290620908565,"S"
"D10.MAA000639.3_9_M.1.1",1.78686672285834,0.91242951896171,"S"
"D10.MAA000652.3_10_M.1.1",1.03729490063972,-1.07518486155186,"S"
"D10.MAA000848.3_10_M.1.1",1.22326221388207,0.692198902168434,"S"
"D10.MAA001844.3_38_F.1.1",-0.841450234314155,-0.645075282450653,"G1"
"D10.MAA001884.3_38_F.1.1",-0.494370690838646,-0.148063369167177,"G1"
"D11.D041912.3_8_M.1.1",1.09795127244116,0.88318271717456,"S"
"D11.D042044.3_9_M.1.1",-0.438618352385404,-0.451764275407955,"G1"
"D11.D042193.3_8_M.1.1",-0.46842780885756,-0.925360654072085,"G1"
"D11.MAA000409.3_10_M.1.1",-1.19749659597987,-0.601139002136957,"G1"
"D11.MAA000596.3_9_M.1.1",2.6853000481338,0.413378311545232,"S"
"D11.MAA000600.3_8_M.1.1",1.59119455492426,-0.409739883340272,"S"
"D11.MAA000639.3_9_M.1.1",-0.955229568274489,-0.729298127083091,"G1"
"D11.MAA000652.3_10_M.1.1",-0.365258080439609,-0.65201725556953,"G1"
"D11.MAA000848.3_10_M.1.1",-0.7824970139091,-0.874394040275312,"G1"
"D11.MAA001884.3_38_F.1.1",-0.449141451623882,-0.511979195211806,"G1"
"D11.MAA001887.3_39_F.1.1",0.494350414925282,-1.21002820112999,"S"
"D12.D041912.3_8_M.1.1",0.0975897154766767,2.44493850284166,"G2M"
"D12.D042044.3_9_M.1.1",-0.0475744917089904,-0.386073801588087,"G1"
"D12.D042193.3_8_M.1.1",-0.465196240447145,-0.726238602705417,"G1"
"D12.D042479.3_8_M.1.1",0.515370210119619,0.134777407433774,"S"
"D12.D045139.3_39_F.1.1",-0.729747246743046,-0.62652769237392,"G1"
"D12.D045140.3_38_F.1.1",-0.396999697356674,-0.11655371621245,"G1"
"D12.MAA000409.3_10_M.1.1",-0.907553648295036,-0.565013123927954,"G1"
"D12.MAA000596.3_9_M.1.1",1.28396255470746,1.13369487574834,"S"
"D12.MAA000600.3_8_M.1.1",1.4412250746207,-0.835493225239459,"S"
"D12.MAA000639.3_9_M.1.1",-0.323157197547944,-0.261608166349097,"G1"
"D12.MAA000652.3_10_M.1.1",-0.246566813969913,-0.44632404968193,"G1"
"D12.MAA000848.3_10_M.1.1",0.375483560560877,2.33781195093939,"G2M"
"D12.MAA001883.3_39_F.1.1",1.16236640946381,3.83643385925178,"G2M"
"D12.MAA001884.3_38_F.1.1",-0.180057563692322,-0.28396064055442,"G1"
"D12.MAA001887.3_39_F.1.1",-0.588519836028504,-0.750253883750056,"G1"
"D13.D042044.3_9_M.1.1",1.09233041080372,0.202838735916156,"S"
"D13.D042193.3_8_M.1.1",-0.36797008287948,-0.213025933058112,"G1"
"D13.D042479.3_8_M.1.1",-0.462116564578049,-0.467990694820545,"G1"
"D13.MAA000409.3_10_M.1.1",-0.687013155454116,-0.619284674792496,"G1"
"D13.MAA000596.3_9_M.1.1",-0.728557231374318,-0.839533365694496,"G1"
"D13.MAA000600.3_8_M.1.1",1.64303955926797,-0.578109751358508,"S"
"D13.MAA000652.3_10_M.1.1",-0.463708874969319,-0.874703533394001,"G1"
"D13.MAA000844.3_10_M.1.1",2.18357270210893,2.19744352740008,"G2M"
"D13.MAA000848.3_10_M.1.1",2.11038845873809,0.950451572469794,"S"
"D13.MAA001884.3_38_F.1.1",-0.512918695641149,-0.410822181717246,"G1"
"D13.MAA001887.3_39_F.1.1",2.18466323825565,0.0680598345382011,"S"
"D14.D042044.3_9_M.1.1",2.31285258845261,3.03178823075258,"G2M"
"D14.D042193.3_8_M.1.1",1.01828479042975,-0.746161537484939,"S"
"D14.D042479.3_8_M.1.1",3.29249860770699,0.753239027206678,"S"
"D14.MAA000409.3_10_M.1.1",0.29736508671323,2.47098408189926,"G2M"
"D14.MAA000596.3_9_M.1.1",-0.380521230758063,2.81451142092326,"G2M"
"D14.MAA000600.3_8_M.1.1",-0.956651322416404,-0.711635474493566,"G1"
"D14.MAA000639.3_9_M.1.1",-0.638102457976249,-0.437646006522582,"G1"
"D14.MAA000844.3_10_M.1.1",-0.611324181045388,-0.609119791920037,"G1"
"D14.MAA000848.3_10_M.1.1",1.80470208653293,0.162379640027605,"S"
"D14.MAA001884.3_38_F.1.1",-0.618921924871716,-0.525550415269889,"G1"
"D15.D041912.3_8_M.1.1",-0.621187586788924,-0.344832932870593,"G1"
"D15.D042044.3_9_M.1.1",-0.538599903955263,-0.183706705037921,"G1"
"D15.D042467.3_9_M.1.1",1.05447998349689,-0.944042927442105,"S"
"D15.D045140.3_38_F.1.1",-0.385599547769568,-0.195816937297681,"G1"
"D15.MAA000409.3_10_M.1.1",-0.579277023715506,-0.166426118820289,"G1"
"D15.MAA000596.3_9_M.1.1",1.72568753383015,-0.989739342662257,"S"
"D15.MAA000600.3_8_M.1.1",0.260301725131853,-1.12919513012073,"S"
"D15.MAA000639.3_9_M.1.1",-1.05809073517027,-0.983914346246114,"G1"
"D15.MAA000844.3_10_M.1.1",-0.629023590152061,-0.241949902513798,"G1"
"D15.MAA000848.3_10_M.1.1",-0.257543998606962,-1.00453599469445,"G1"
"D15.MAA001884.3_38_F.1.1",-0.328561663363116,-0.331770191016609,"G1"
"D15.MAA001887.3_39_F.1.1",-1.16411996413731,-1.28825693018611,"G1"
"D16.D042044.3_9_M.1.1",-0.356966368063534,-0.325413790928511,"G1"
"D16.D042467.3_9_M.1.1",-0.970428750791971,-0.584036492446208,"G1"
"D16.D042479.3_8_M.1.1",-0.648962682591487,-0.578707072730833,"G1"
"D16.D045140.3_38_F.1.1",-0.631265789497226,-0.480148766028862,"G1"
"D16.MAA000409.3_10_M.1.1",-1.02883542680703,-0.727823378651768,"G1"
"D16.MAA000596.3_9_M.1.1",-0.359795444818853,-0.891608285959005,"G1"
"D16.MAA000600.3_8_M.1.1",-1.46860635258672,-1.20859058016867,"G1"
"D16.MAA000639.3_9_M.1.1",-0.724759998883989,-0.455898193297462,"G1"
"D16.MAA000652.3_10_M.1.1",2.02373006760973,2.41432845087456,"G2M"
"D16.MAA000844.3_10_M.1.1",-0.410213837635353,-0.495210316783455,"G1"
"D16.MAA000848.3_10_M.1.1",-1.23539693603604,-1.18679018017043,"G1"
"D16.MAA001883.3_39_F.1.1",1.75773456280639,3.18036285920033,"G2M"
"D16.MAA001884.3_38_F.1.1",-0.699724608049951,-0.532096547914701,"G1"
"D17.D042193.3_8_M.1.1",-0.426461853644449,-0.480229945097025,"G1"
"D17.D042479.3_8_M.1.1",-0.697997146833283,-0.37850660691228,"G1"
"D17.D045139.3_39_F.1.1",2.11222325661503,-0.413815025846578,"S"
"D17.D045140.3_38_F.1.1",-0.478229753799754,-0.323379692015452,"G1"
"D17.MAA000409.3_10_M.1.1",-1.2775600728399,2.20464527053859,"G2M"
"D17.MAA000596.3_9_M.1.1",-0.610803234521887,-1.22099315930608,"G1"
"D17.MAA000600.3_8_M.1.1",2.20873994561648,0.195991878582988,"S"
"D17.MAA000639.3_9_M.1.1",-0.495011166008104,-0.322329056521314,"G1"
"D17.MAA000652.3_10_M.1.1",-0.499658286619973,-0.475658961334447,"G1"
"D17.MAA000844.3_10_M.1.1",-1.11318793390325,-0.640517870208684,"G1"
"D17.MAA000848.3_10_M.1.1",-1.00056775769268,-0.909423055186039,"G1"
"D17.MAA001883.3_39_F.1.1",1.76742987611911,2.96058201449817,"G2M"
"D17.MAA001884.3_38_F.1.1",-1.0355730624691,-0.600306735708186,"G1"
"D17.MAA001887.3_39_F.1.1",1.32265300985639,1.43949980754984,"G2M"
"D18.D042044.3_9_M.1.1",-0.602913753872792,-0.876331196218772,"G1"
"D18.D042467.3_9_M.1.1",-1.18562915376893,-0.710821737039472,"G1"
"D18.D042479.3_8_M.1.1",2.15549752123865,3.45096314526208,"G2M"
"D18.D045140.3_38_F.1.1",-0.435344451952806,-0.363981058386188,"G1"
"D18.MAA000409.3_10_M.1.1",-0.857674715385144,-0.494817450681628,"G1"
"D18.MAA000596.3_9_M.1.1",1.86262486713078,-0.349947761154146,"S"
"D18.MAA000600.3_8_M.1.1",-0.803652098978335,-0.533478760877768,"G1"
"D18.MAA000639.3_9_M.1.1",0.0961383952772508,2.30707935035466,"G2M"
"D18.MAA000652.3_10_M.1.1",-0.519936231731419,-0.658744687921318,"G1"
"D18.MAA000844.3_10_M.1.1",1.70879784369555,2.42116106634662,"G2M"
"D18.MAA000848.3_10_M.1.1",1.60619135336184,0.642812183997801,"S"
"D18.MAA001844.3_38_F.1.1",1.9565575303574,-0.553695291189182,"S"
"D18.MAA001883.3_39_F.1.1",-0.0624557194900828,-0.754228140002829,"G1"
"D18.MAA001884.3_38_F.1.1",-0.0619746662198554,-0.507998752297896,"G1"
"D18.MAA001887.3_39_F.1.1",-0.458660156460396,-1.10369276550845,"G1"
"D19.D042044.3_9_M.1.1",-0.45570724177214,-0.41782838184532,"G1"
"D19.D042193.3_8_M.1.1",-1.0860311554596,-0.690116047960132,"G1"
"D19.D042467.3_9_M.1.1",-0.736848362206455,-0.559611096141112,"G1"
"D19.D045140.3_38_F.1.1",-0.413474864389832,-0.0621640697946734,"G1"
"D19.MAA000409.3_10_M.1.1",-0.959454559393009,-0.498568498720925,"G1"
"D19.MAA000596.3_9_M.1.1",-0.888469726059414,-0.935663522115061,"G1"
"D19.MAA000600.3_8_M.1.1",1.35837272049393,-0.756569338119953,"S"
"D19.MAA000639.3_9_M.1.1",-0.721293643876361,-0.669351504010604,"G1"
"D19.MAA000652.3_10_M.1.1",1.85336918000954,2.39280020127614,"G2M"
"D19.MAA000844.3_10_M.1.1",-0.738426583126033,-0.993667454626528,"G1"
"D19.MAA000848.3_10_M.1.1",2.72465489464459,0.900363859623917,"S"
"D19.MAA001844.3_38_F.1.1",-1.40832533189528,2.72883799337888,"G2M"
"D19.MAA001884.3_38_F.1.1",2.3158338340937,0.7679348994965,"S"
"D2.D041912.3_8_M.1.1",-0.277567085424248,-0.15170559530669,"G1"
"D2.D042044.3_9_M.1.1",-0.847212269269605,-0.689191953109808,"G1"
"D2.D042193.3_8_M.1.1",-1.01398663121338,-0.630534828941414,"G1"
"D2.D042479.3_8_M.1.1",-0.981332651016433,-0.537194941629699,"G1"
"D2.MAA000409.3_10_M.1.1",-0.852877667017295,-0.412155400667909,"G1"
"D2.MAA000596.3_9_M.1.1",0.5526334228706,-1.0056816804521,"S"
"D2.MAA000600.3_8_M.1.1",2.21468705981201,0.987227933832734,"S"
"D2.MAA000639.3_9_M.1.1",-0.628376608838091,-0.485352733064622,"G1"
"D2.MAA000844.3_10_M.1.1",-0.577190579698614,-0.564727661188439,"G1"
"D2.MAA000848.3_10_M.1.1",1.97293259794763,-0.333246171596893,"S"
"D2.MAA001844.3_38_F.1.1",-0.332780147273381,-0.80329520296845,"G1"
"D2.MAA001884.3_38_F.1.1",-0.503044813646928,-0.41133599993861,"G1"
"D2.MAA001887.3_39_F.1.1",-0.754006772657926,-0.633748129867987,"G1"
"D2.MAA001888.3_39_F.1.1",-0.723807596056748,-0.440233777074208,"G1"
"D20.D041912.3_8_M.1.1",-0.630801462377802,-0.173046683580222,"G1"
"D20.D042044.3_9_M.1.1",-0.526984611500764,-0.811226783223999,"G1"
"D20.D042193.3_8_M.1.1",2.25233154797112,0.797106813888206,"S"
"D20.D042467.3_9_M.1.1",-0.873262713396966,-0.832551774674447,"G1"
"D20.D042479.3_8_M.1.1",1.06909654380694,-0.847248657221594,"S"
"D20.D045139.3_39_F.1.1",0.694333523582398,2.80547745418468,"G2M"
"D20.D045140.3_38_F.1.1",-0.556824391641754,-0.364588614877234,"G1"
"D20.MAA000409.3_10_M.1.1",-1.06352307021475,-0.572315802563532,"G1"
"D20.MAA000596.3_9_M.1.1",1.32005102590591,-0.864118272262949,"S"
"D20.MAA000600.3_8_M.1.1",1.40062523043326,1.61354528455934,"G2M"
"D20.MAA000639.3_9_M.1.1",-0.669589264089748,-0.254177096941146,"G1"
"D20.MAA000652.3_10_M.1.1",-0.77426594476607,-0.830816424178363,"G1"
"D20.MAA000848.3_10_M.1.1",1.00674974019186,-1.07258175864024,"S"
"D20.MAA001884.3_38_F.1.1",0.884866577311998,3.80571788985904,"G2M"
"D21.D042044.3_9_M.1.1",0.442643577449026,3.67860502150836,"G2M"
"D21.D042193.3_8_M.1.1",-0.984096351220339,-0.927214936623906,"G1"
"D21.D042479.3_8_M.1.1",-0.582004107535157,-0.382611899060515,"G1"
"D21.MAA000409.3_10_M.1.1",-0.697875734382345,-0.23561795408795,"G1"
"D21.MAA000596.3_9_M.1.1",-1.05906397065286,2.77117909075223,"G2M"
"D21.MAA000600.3_8_M.1.1",1.85606534039661,2.55233436778664,"G2M"
"D21.MAA000639.3_9_M.1.1",-0.47207019995645,-0.232824541541556,"G1"
"D21.MAA000652.3_10_M.1.1",-0.158474578745455,-0.781314726441578,"G1"
"D21.MAA000844.3_10_M.1.1",-0.712325619044639,-0.591697267331759,"G1"
"D21.MAA000848.3_10_M.1.1",1.11938567792369,-0.802786007306495,"S"
"D21.MAA001844.3_38_F.1.1",1.25067026021933,1.18724171040541,"S"
"D21.MAA001884.3_38_F.1.1",0.395729372198194,0.197250644326762,"S"
"D21.MAA001887.3_39_F.1.1",-0.815237141039015,-0.961316594380065,"G1"
"D22.D041912.3_8_M.1.1",-0.70394699201286,-0.125896498266136,"G1"
"D22.D042044.3_9_M.1.1",-0.500486149630559,-0.681552810658363,"G1"
"D22.D042193.3_8_M.1.1",-0.94400604472094,-0.666896256709087,"G1"
"D22.D042479.3_8_M.1.1",-0.241466881069696,-0.66281249636129,"G1"
"D22.D045140.3_38_F.1.1",-0.41547579583695,-0.172597841210981,"G1"
"D22.MAA000409.3_10_M.1.1",-1.24122989210156,3.0562590621354,"G2M"
"D22.MAA000596.3_9_M.1.1",0.418306197450256,-0.956844893540137,"S"
"D22.MAA000600.3_8_M.1.1",0.606193550010423,-0.695094688988726,"S"
"D22.MAA000652.3_10_M.1.1",-0.520247302267544,-0.463798074041363,"G1"
"D22.MAA000844.3_10_M.1.1",-0.394858784733424,-0.28628585956624,"G1"
"D22.MAA000848.3_10_M.1.1",-0.906604431343822,-0.582797941809103,"G1"
"D22.MAA001883.3_39_F.1.1",-0.416106125318885,-0.582933747479239,"G1"
"D22.MAA001884.3_38_F.1.1",-0.329918514875249,-0.25331397683157,"G1"
"D22.MAA001887.3_39_F.1.1",-0.450742422109945,-1.24096686853221,"G1"
"D3.D041912.3_8_M.1.1",-1.16222548634939,-0.650285619947644,"G1"
"D3.D042044.3_9_M.1.1",0.264820097127834,3.81670633199887,"G2M"
"D3.D042193.3_8_M.1.1",2.06811454202134,1.6485873457096,"S"
"D3.D042467.3_9_M.1.1",-0.410983778063615,-0.725894812118431,"G1"
"D3.D042479.3_8_M.1.1",-0.861173688126229,-0.664980546856681,"G1"
"D3.D045140.3_38_F.1.1",2.82532539090202,0.872727425660795,"S"
"D3.MAA000409.3_10_M.1.1",-0.906848149339314,-0.73923114970457,"G1"
"D3.MAA000600.3_8_M.1.1",1.43031362795103,-0.8666468881268,"S"
"D3.MAA000639.3_9_M.1.1",1.97704816343,1.73055124102662,"S"
"D3.MAA000652.3_10_M.1.1",-0.491270651638311,-0.467419858488223,"G1"
