"","S.Score","G2M.Score","Phase"
"I6.MAA001884.3_38_F.1.1",0.881180512840548,3.24517632034044,"G2M"
"I6.MAA001887.3_39_F.1.1",1.63943500650085,2.61710776382607,"G2M"
"I7.D041912.3_8_M.1.1",-1.11763355512695,2.8878918420369,"G2M"
"I7.D042044.3_9_M.1.1",-0.774008900552372,-0.692064873672352,"G1"
"I7.D042193.3_8_M.1.1",-0.922259880228997,-0.347908329233164,"G1"
"I7.D045139.3_39_F.1.1",-1.06626567881242,-0.920779927486398,"G1"
"I7.MAA000409.3_10_M.1.1",2.06829999700355,0.1070750362916,"S"
"I7.MAA000596.3_9_M.1.1",-0.839772965547308,-0.906560851162988,"G1"
"I7.MAA000600.3_8_M.1.1",-0.673431683188441,-0.791955326564918,"G1"
"I7.MAA000639.3_9_M.1.1",-1.0008564577361,-0.29491650361588,"G1"
"I7.MAA000652.3_10_M.1.1",-0.434127676781583,-0.445475940222314,"G1"
"I7.MAA000844.3_10_M.1.1",-0.679303399265506,-0.371556535537311,"G1"
"I7.MAA000848.3_10_M.1.1",1.28959510384993,1.74417400233706,"G2M"
"I7.MAA001844.3_38_F.1.1",1.78201997120466,-0.277739583065462,"S"
"I7.MAA001884.3_38_F.1.1",-0.575530800361577,-0.476542987684251,"G1"
"I8.D041912.3_8_M.1.1",-1.39959466168947,2.6210975228731,"G2M"
"I8.D042044.3_9_M.1.1",-0.814729395718565,-0.389328871900915,"G1"
"I8.D042193.3_8_M.1.1",-0.658092362240452,-0.52717569228002,"G1"
"I8.D045139.3_39_F.1.1",-0.579388408437673,-0.496150222981679,"G1"
"I8.D045140.3_38_F.1.1",-0.642858307026629,-0.174025795686777,"G1"
"I8.MAA000409.3_10_M.1.1",-0.128470183168632,2.88605992039475,"G2M"
"I8.MAA000596.3_9_M.1.1",1.13750118087668,-0.554697585173183,"S"
"I8.MAA000600.3_8_M.1.1",0.209593484184953,-0.391402421296928,"S"
"I8.MAA000652.3_10_M.1.1",-0.224424492769782,-0.555627889534678,"G1"
"I8.MAA000844.3_10_M.1.1",-0.492891913943064,-0.654773918948865,"G1"
"I8.MAA000848.3_10_M.1.1",-1.19853439061578,-0.709015933001955,"G1"
"I8.MAA001844.3_38_F.1.1",2.17916946373739,0.292356423892131,"S"
"I8.MAA001883.3_39_F.1.1",-0.674759164440337,-1.03888630414032,"G1"
"I8.MAA001884.3_38_F.1.1",-0.471842664892495,-0.503787653236345,"G1"
"I9.D041912.3_8_M.1.1",1.2299775310027,1.52907943990307,"G2M"
"I9.D042044.3_9_M.1.1",-1.08668881138023,-0.850851781615686,"G1"
"I9.D042193.3_8_M.1.1",-0.850842681012163,-1.09872583914405,"G1"
"I9.D042467.3_9_M.1.1",-0.545070279434865,-1.02767614934488,"G1"
"I9.D045139.3_39_F.1.1",-0.740653627743254,-0.237352822438558,"G1"
"I9.MAA000409.3_10_M.1.1",-0.965851234312806,1.6292396773155,"G2M"
"I9.MAA000596.3_9_M.1.1",0.402242011921166,2.53568340180742,"G2M"
"I9.MAA000600.3_8_M.1.1",1.5616679131352,-0.0112610014348662,"S"
"I9.MAA000639.3_9_M.1.1",-0.754109459042626,-0.563855597014919,"G1"
"I9.MAA000844.3_10_M.1.1",-0.529926400543753,-0.784997483852812,"G1"
"I9.MAA000848.3_10_M.1.1",2.15598510345349,1.05213358771114,"S"
"I9.MAA001842.3_38_F.1.1",-0.757677132984128,-0.413043621612087,"G1"
"I9.MAA001883.3_39_F.1.1",-0.919746364737859,-0.560777007808686,"G1"
"I9.MAA001884.3_38_F.1.1",-0.246453029998523,-0.424504347481225,"G1"
"I9.MAA001887.3_39_F.1.1",-0.933299271889588,-1.32779388055332,"G1"
"J1.D041912.3_8_M.1.1",1.5852227479007,0.0943085458397039,"S"
"J1.D042044.3_9_M.1.1",-0.563209973586118,-0.464247506260748,"G1"
"J1.D042479.3_8_M.1.1",0.423601719552513,-0.977677818660952,"S"
"J1.D045140.3_38_F.1.1",-0.725275849638521,-0.334156305399043,"G1"
"J1.MAA000409.3_10_M.1.1",-0.410817307727849,0.860389877205959,"G2M"
"J1.MAA000600.3_8_M.1.1",1.5010359329124,2.04616022771221,"G2M"
"J1.MAA000652.3_10_M.1.1",-0.696807000383809,-0.519575504422211,"G1"
"J1.MAA000844.3_10_M.1.1",-0.714349454550573,-0.533363681333054,"G1"
"J1.MAA000848.3_10_M.1.1",2.40650569515774,0.627927331591962,"S"
"J1.MAA001844.3_38_F.1.1",-0.411991862514573,-0.668980071419697,"G1"
"J1.MAA001883.3_39_F.1.1",-0.862049738541586,-0.665958218758711,"G1"
"J1.MAA001884.3_38_F.1.1",-0.549175606762061,-0.301153806322727,"G1"
"J1.MAA001887.3_39_F.1.1",1.53432092697622,-0.236153725626782,"S"
"J10.D041912.3_8_M.1.1",-0.995532713096526,-0.835129717353312,"G1"
"J10.D042044.3_9_M.1.1",-0.700251049222071,-0.234565902792722,"G1"
"J10.D042193.3_8_M.1.1",-0.691888412324165,-0.440591853411118,"G1"
"J10.D042467.3_9_M.1.1",-0.539086590924546,-0.388794828297752,"G1"
"J10.MAA000409.3_10_M.1.1",0.14239828840594,-0.319471757128162,"S"
"J10.MAA000596.3_9_M.1.1",0.0222581604250807,-0.834944834182933,"S"
"J10.MAA000600.3_8_M.1.1",-0.974649454616871,-0.660314077959718,"G1"
"J10.MAA000639.3_9_M.1.1",-1.19372516815677,-0.907089012773661,"G1"
"J10.MAA000844.3_10_M.1.1",-0.670707471409599,-0.703219418544223,"G1"
"J10.MAA000848.3_10_M.1.1",0.350168703447698,2.05689236227892,"G2M"
"J10.MAA001844.3_38_F.1.1",1.81148408396166,0.85136315126368,"S"
"J10.MAA001883.3_39_F.1.1",1.51143244678428,3.38536776132713,"G2M"
"J10.MAA001884.3_38_F.1.1",-0.502747011596126,-0.507449176373953,"G1"
"J11.D041912.3_8_M.1.1",2.36564381615152,0.150136572866561,"S"
"J11.D042044.3_9_M.1.1",-0.608413574105678,-0.512317768180672,"G1"
"J11.D042193.3_8_M.1.1",-0.57756069839996,-0.597340185632473,"G1"
"J11.MAA000409.3_10_M.1.1",2.20598932251352,0.423474813542344,"S"
"J11.MAA000596.3_9_M.1.1",2.11295028865485,0.718185622929954,"S"
"J11.MAA000600.3_8_M.1.1",-0.784840631714892,-0.749500265196588,"G1"
"J11.MAA000639.3_9_M.1.1",-0.807271273757703,-0.954381676394776,"G1"
"J11.MAA000848.3_10_M.1.1",2.40620718178657,0.234464355351497,"S"
"J11.MAA001842.3_38_F.1.1",-0.211028378742964,-0.172166128764016,"G1"
"J11.MAA001883.3_39_F.1.1",-0.64569913647777,-0.400541752049437,"G1"
"J11.MAA001884.3_38_F.1.1",-0.359334584652143,-0.345976425267157,"G1"
"J12.D042044.3_9_M.1.1",-0.485469009603957,-0.4845012000767,"G1"
"J12.D042193.3_8_M.1.1",0.0249500573323825,-0.18346352369344,"S"
"J12.D042467.3_9_M.1.1",-0.546216886844232,-0.750222904722181,"G1"
"J12.MAA000409.3_10_M.1.1",-0.830998646310112,-0.449412976944594,"G1"
"J12.MAA000596.3_9_M.1.1",2.09023849624814,-0.407987816959544,"S"
"J12.MAA000600.3_8_M.1.1",-0.597163332921042,-0.549873517039811,"G1"
"J12.MAA000652.3_10_M.1.1",-0.575436309422759,-0.581201343942296,"G1"
"J12.MAA000848.3_10_M.1.1",-0.556660653733984,-0.901766959540619,"G1"
"J12.MAA001844.3_38_F.1.1",-0.0518279006914626,-0.524216579628358,"G1"
"J12.MAA001884.3_38_F.1.1",-0.804220218586546,-0.50080967995568,"G1"
"J12.MAA001887.3_39_F.1.1",0.601339535588612,-0.918030413187501,"S"
"J13.D041912.3_8_M.1.1",-0.882393038050351,-0.515310263485961,"G1"
"J13.D042044.3_9_M.1.1",-0.720332408273656,-0.587095233267997,"G1"
"J13.D042193.3_8_M.1.1",0.926402916691116,-0.546472404770524,"S"
"J13.D042467.3_9_M.1.1",-0.945030839757015,-0.810135435035383,"G1"
"J13.D045139.3_39_F.1.1",-0.664864684722922,-0.61961390048275,"G1"
"J13.D045140.3_38_F.1.1",-0.730697673990211,-0.344761692191222,"G1"
"J13.MAA000409.3_10_M.1.1",-0.477749862119691,-0.387386804817876,"G1"
"J13.MAA000596.3_9_M.1.1",2.36076210150782,0.640422598457806,"S"
"J13.MAA000600.3_8_M.1.1",-0.159407959800538,-0.760375394574643,"G1"
"J13.MAA000639.3_9_M.1.1",-0.360592029984071,-0.567847013159036,"G1"
"J13.MAA000652.3_10_M.1.1",1.03867772413733,3.60796687995265,"G2M"
"J13.MAA000844.3_10_M.1.1",-0.643675291108981,-0.283195259974476,"G1"
"J13.MAA000848.3_10_M.1.1",-0.679300775228068,-1.01457985603429,"G1"
"J13.MAA001844.3_38_F.1.1",-0.654885375418944,-0.963995931219359,"G1"
"J13.MAA001883.3_39_F.1.1",-0.730289795964274,-1.06251398913513,"G1"
"J13.MAA001884.3_38_F.1.1",-0.14279752717442,-0.308532720832054,"G1"
"J13.MAA001887.3_39_F.1.1",-1.12372611603782,-1.37515399030079,"G1"
"J14.D042044.3_9_M.1.1",2.77053169844464,1.2051689102448,"S"
"J14.D042193.3_8_M.1.1",-0.789786275701162,-0.657958044372971,"G1"
"J14.D042467.3_9_M.1.1",-0.530805598024219,-0.914742520204957,"G1"
"J14.D042479.3_8_M.1.1",-0.671160291386233,-0.591977689396368,"G1"
"J14.MAA000409.3_10_M.1.1",-0.910810271890043,-0.661526355917028,"G1"
"J14.MAA000596.3_9_M.1.1",0.240466154545872,-1.51356937583701,"S"
"J14.MAA000600.3_8_M.1.1",-0.150985963972964,-1.23340797558493,"G1"
"J14.MAA000639.3_9_M.1.1",-0.427217049400299,-0.29077974479102,"G1"
"J14.MAA000652.3_10_M.1.1",-0.763859804155052,-0.195490664218627,"G1"
"J14.MAA000844.3_10_M.1.1",-0.954295285885789,-0.799838377812951,"G1"
"J14.MAA000848.3_10_M.1.1",1.57078730405606,-0.452409224709161,"S"
"J14.MAA001844.3_38_F.1.1",-0.822202693415535,-0.880407380320559,"G1"
"J14.MAA001883.3_39_F.1.1",-0.411181747646448,-0.616156990017247,"G1"
"J14.MAA001884.3_38_F.1.1",-0.837604835292031,-0.326167823000917,"G1"
"J14.MAA001887.3_39_F.1.1",2.06322907360051,-0.501387495868758,"S"
"J15.D042044.3_9_M.1.1",2.12860563633005,3.13407609742316,"G2M"
"J15.D042193.3_8_M.1.1",-0.636274918999338,-0.831422889347759,"G1"
"J15.D042467.3_9_M.1.1",-0.84223069265357,-1.10218520368072,"G1"
"J15.D042479.3_8_M.1.1",2.37960991393543,3.35987672708273,"G2M"
"J15.D045139.3_39_F.1.1",1.57530510693511,1.9156780624568,"G2M"
"J15.MAA000409.3_10_M.1.1",-0.776247235436642,-0.742786484667658,"G1"
"J15.MAA000596.3_9_M.1.1",1.31975785000634,2.32275755493077,"G2M"
"J15.MAA000639.3_9_M.1.1",-0.46304114563493,-0.0171338951143759,"G1"
"J15.MAA000652.3_10_M.1.1",1.67704081556426,-0.167541406332348,"S"
"J15.MAA000844.3_10_M.1.1",-0.209851562494844,-0.0853934949078127,"G1"
"J15.MAA000848.3_10_M.1.1",-1.01103336292694,-0.907173809458257,"G1"
"J15.MAA001844.3_38_F.1.1",-0.390437362762827,0.596352010959888,"G2M"
"J15.MAA001883.3_39_F.1.1",-0.787592128084442,-0.505763221354527,"G1"
"J15.MAA001884.3_38_F.1.1",-0.255130693523571,-0.571643174795877,"G1"
"J15.MAA001887.3_39_F.1.1",0.0116017134359421,-1.22594007242134,"S"
"J16.D042044.3_9_M.1.1",-0.900479235354334,-0.724161212038361,"G1"
"J16.D042193.3_8_M.1.1",-0.170313443780152,-0.578148226981557,"G1"
"J16.D042467.3_9_M.1.1",-0.970160508606753,-0.756599777212712,"G1"
"J16.D042479.3_8_M.1.1",-0.60786311822265,-0.524248630178875,"G1"
"J16.MAA000409.3_10_M.1.1",-1.04379664541628,-0.550048945476841,"G1"
"J16.MAA000596.3_9_M.1.1",-0.819732612861647,-0.780837680248568,"G1"
"J16.MAA000600.3_8_M.1.1",-0.368887935287902,-1.18167436722111,"G1"
"J16.MAA000639.3_9_M.1.1",-0.441625895772383,-0.153838502370895,"G1"
"J16.MAA000652.3_10_M.1.1",-0.566492573997989,-0.563904893806262,"G1"
"J16.MAA000848.3_10_M.1.1",-1.14476092319933,-0.960864974247074,"G1"
"J16.MAA001883.3_39_F.1.1",1.66235509370186,3.51183077528241,"G2M"
"J16.MAA001884.3_38_F.1.1",-0.483708309402815,-0.476757063116706,"G1"
"J16.MAA001887.3_39_F.1.1",1.60234156248712,1.14830790741075,"S"
"J17.D042044.3_9_M.1.1",-0.64961298756766,-0.513858472944127,"G1"
"J17.D042193.3_8_M.1.1",-0.56135781393737,-0.455363943143785,"G1"
"J17.D045140.3_38_F.1.1",-0.283203940379053,-0.422441713940329,"G1"
"J17.MAA000409.3_10_M.1.1",-0.69209564409779,-0.512485119740085,"G1"
"J17.MAA000596.3_9_M.1.1",1.50888857070827,-0.47563171475383,"S"
"J17.MAA000600.3_8_M.1.1",-0.877135535031874,-0.882133409785993,"G1"
"J17.MAA000639.3_9_M.1.1",-0.561032395695156,-0.33046797542025,"G1"
"J17.MAA000652.3_10_M.1.1",0.77548165199846,3.30677720246249,"G2M"
"J17.MAA000844.3_10_M.1.1",-0.46142035688066,-0.524563019471291,"G1"
"J17.MAA000848.3_10_M.1.1",1.9513468529116,-0.283014238163804,"S"
"J17.MAA001844.3_38_F.1.1",-0.270397937500638,2.78285877887174,"G2M"
"J17.MAA001883.3_39_F.1.1",2.19953411774653,2.73364252807606,"G2M"
"J17.MAA001884.3_38_F.1.1",-0.377567170660134,-0.400224460789492,"G1"
"J17.MAA001887.3_39_F.1.1",0.158795267517054,-0.827170385077412,"S"
"J18.D041912.3_8_M.1.1",-0.258851761132394,-0.334997868252603,"G1"
"J18.D042044.3_9_M.1.1",-0.443115893106846,-0.686664836116476,"G1"
"J18.D042467.3_9_M.1.1",-0.345228700922564,-0.745156917038902,"G1"
"J18.D042479.3_8_M.1.1",0.310501840917523,3.70211474101281,"G2M"
"J18.D045140.3_38_F.1.1",-0.399469504257359,-0.101032289088371,"G1"
"J18.MAA000409.3_10_M.1.1",-0.573068277080425,-0.429047921825536,"G1"
"J18.MAA000596.3_9_M.1.1",-0.981822013172708,-1.11767584497645,"G1"
"J18.MAA000600.3_8_M.1.1",-0.784819533939818,-0.559529852947128,"G1"
"J18.MAA000639.3_9_M.1.1",-0.641455388498989,0.24981395973126,"G2M"
"J18.MAA000844.3_10_M.1.1",-0.22233713658128,-0.734509344052615,"G1"
"J18.MAA000848.3_10_M.1.1",1.41194030239241,2.08006002023955,"G2M"
"J18.MAA001844.3_38_F.1.1",0.109593095684127,1.96567097628078,"G2M"
"J18.MAA001883.3_39_F.1.1",-0.490517386263036,-0.826040356207405,"G1"
"J18.MAA001884.3_38_F.1.1",-0.45667831131192,-0.650558311294331,"G1"
"J18.MAA001887.3_39_F.1.1",-0.8872579750586,1.29754529016315,"G2M"
"J19.D042044.3_9_M.1.1",2.88458228876426,2.08285544484597,"S"
"J19.D042193.3_8_M.1.1",1.98226423697125,3.34128195465287,"G2M"
"J19.D042467.3_9_M.1.1",-0.394113795056057,-0.400429692611002,"G1"
"J19.D042479.3_8_M.1.1",-0.810822958974545,-1.00649217023419,"G1"
"J19.D045139.3_39_F.1.1",-0.481603901028673,-0.0582288622864574,"G1"
"J19.D045140.3_38_F.1.1",-0.943052690259643,-0.72396370282209,"G1"
"J19.MAA000409.3_10_M.1.1",-0.777421208799629,-0.545632924011468,"G1"
"J19.MAA000596.3_9_M.1.1",-0.77040653449167,-0.713396743439818,"G1"
"J19.MAA000652.3_10_M.1.1",2.75682395431323,2.35586081188066,"S"
"J19.MAA000844.3_10_M.1.1",0.376489024725919,-0.473519605004338,"S"
"J19.MAA000848.3_10_M.1.1",0.565684990455342,-1.0060114450207,"S"
"J19.MAA001844.3_38_F.1.1",-0.725180237946513,-0.506738001584938,"G1"
"J19.MAA001883.3_39_F.1.1",-0.711774211522875,-0.708510975025335,"G1"
"J19.MAA001884.3_38_F.1.1",-0.671042520035476,-0.615590943683097,"G1"
"J19.MAA001887.3_39_F.1.1",1.80046986751862,1.36765697627164,"S"
"J19.MAA001888.3_39_F.1.1",-0.220102468967995,-0.508829360967755,"G1"
"J2.D041912.3_8_M.1.1",-0.791921673281466,-0.532462523692249,"G1"
"J2.D042044.3_9_M.1.1",-0.918512025952181,-0.607870891786481,"G1"
"J2.D042193.3_8_M.1.1",-0.646771933624805,-0.707245618269867,"G1"
"J2.MAA000600.3_8_M.1.1",-0.61239095806168,-1.16866492611583,"G1"
"J2.MAA000639.3_9_M.1.1",-0.822158276523028,-0.750535707274472,"G1"
"J2.MAA000844.3_10_M.1.1",-0.208402138331009,-0.885389917454381,"G1"
"J2.MAA000848.3_10_M.1.1",-0.0793841725581683,-0.99170478015763,"G1"
"J2.MAA001842.3_38_F.1.1",-0.28214196308119,-0.501189368830281,"G1"
"J2.MAA001844.3_38_F.1.1",0.551257554468675,-0.589925891445117,"S"
"J2.MAA001883.3_39_F.1.1",-0.814603912313751,-0.468226073876575,"G1"
"J2.MAA001884.3_38_F.1.1",-0.602891374669119,-0.1788741894397,"G1"
"J2.MAA001888.3_39_F.1.1",-0.743770198525497,-0.368160288045934,"G1"
"J20.D041912.3_8_M.1.1",0.740803905857995,1.75832206416917,"G2M"
"J20.D042044.3_9_M.1.1",1.24989986594554,4.15022420976589,"G2M"
"J20.D042467.3_9_M.1.1",-0.687187992610032,-0.570316934352712,"G1"
"J20.D042479.3_8_M.1.1",-0.880800363254119,-0.786026418687838,"G1"
"J20.D045139.3_39_F.1.1",-0.936833699856794,-0.293376693369378,"G1"
"J20.D045140.3_38_F.1.1",-0.469506711049786,-0.84387349624415,"G1"
"J20.MAA000409.3_10_M.1.1",-0.691980927108764,-0.407801875196546,"G1"
"J20.MAA000596.3_9_M.1.1",-0.479513184945608,-0.281255392413015,"G1"
"J20.MAA000600.3_8_M.1.1",-1.41325727282683,-0.85511781090442,"G1"
"J20.MAA000639.3_9_M.1.1",-0.50155722573692,-0.115574777448683,"G1"
"J20.MAA000652.3_10_M.1.1",2.91326127483547,2.19946777694662,"S"
"J20.MAA000844.3_10_M.1.1",-0.851797300580502,-0.401767086408972,"G1"
"J20.MAA000848.3_10_M.1.1",0.252115431262484,2.22648593005303,"G2M"
"J20.MAA001883.3_39_F.1.1",1.86806196348209,2.71930138004743,"G2M"
"J20.MAA001884.3_38_F.1.1",-0.299677523964537,-0.491431677322689,"G1"
"J20.MAA001887.3_39_F.1.1",-0.989716849591339,-1.18135006562259,"G1"
"J20.MAA001888.3_39_F.1.1",1.13589448881755,0.626489207558128,"S"
"J21.D041912.3_8_M.1.1",-0.643648448475589,-0.474146962092363,"G1"
"J21.D042044.3_9_M.1.1",-0.454858540918198,-0.494265616316877,"G1"
"J21.D042193.3_8_M.1.1",-0.938464190115937,-0.516908477082177,"G1"
"J21.D042467.3_9_M.1.1",-0.876380464277839,-0.881681980153963,"G1"
"J21.D042479.3_8_M.1.1",-0.583941896317211,-0.633894717147116,"G1"
"J21.D045139.3_39_F.1.1",-0.68207983552414,-0.700105690983807,"G1"
"J21.D045140.3_38_F.1.1",-0.64886506977475,-0.148555135143127,"G1"
"J21.MAA000409.3_10_M.1.1",-0.691535050920038,-0.385144010337939,"G1"
"J21.MAA000596.3_9_M.1.1",0.342950752788071,3.07643731319356,"G2M"
"J21.MAA000600.3_8_M.1.1",0.624599097113852,2.91816263977648,"G2M"
"J21.MAA000639.3_9_M.1.1",-1.10465336044556,-0.741560099928566,"G1"
"J21.MAA000652.3_10_M.1.1",-0.522465840594886,-0.675039967583456,"G1"
"J21.MAA000844.3_10_M.1.1",-0.333696947548488,-0.453114238744402,"G1"
"J21.MAA000848.3_10_M.1.1",1.81395364236525,1.07817166858061,"S"
"J21.MAA001844.3_38_F.1.1",1.74070882230029,-0.874228134170865,"S"
"J21.MAA001883.3_39_F.1.1",-0.686716633146653,-0.63175469617875,"G1"
"J21.MAA001884.3_38_F.1.1",-0.582359338630023,-0.869208190146557,"G1"
"J21.MAA001887.3_39_F.1.1",-0.240358792453395,2.45518975714325,"G2M"
"J22.D041912.3_8_M.1.1",-1.28229032980661,-1.12027350741057,"G1"
"J22.D042044.3_9_M.1.1",-0.5359695258497,-0.391571116535121,"G1"
"J22.D042467.3_9_M.1.1",-1.21651727762462,-0.724536787190678,"G1"
"J22.D045139.3_39_F.1.1",-0.864949503417981,-0.823907271543071,"G1"
"J22.MAA000409.3_10_M.1.1",2.17992085072893,0.24352402711988,"S"
"J22.MAA000596.3_9_M.1.1",-0.774562418706439,2.72072060965952,"G2M"
"J22.MAA000600.3_8_M.1.1",0.929744180181331,1.7359381620529,"G2M"
"J22.MAA000639.3_9_M.1.1",-0.993107026957938,-0.776576601076743,"G1"
"J22.MAA000652.3_10_M.1.1",-0.389475456424849,-0.329585001179768,"G1"
"J22.MAA000848.3_10_M.1.1",2.19368653313796,0.0784342934150284,"S"
"J22.MAA001844.3_38_F.1.1",-0.900173789164899,-0.898945577608367,"G1"
"J22.MAA001883.3_39_F.1.1",-0.941868500059466,-0.530359408712699,"G1"
"J22.MAA001884.3_38_F.1.1",-0.315342794545869,-0.00370069323019329,"G1"
"J22.MAA001887.3_39_F.1.1",1.07114467533727,1.4383112850339,"G2M"
"J22.MAA001888.3_39_F.1.1",-0.580485177772785,-0.853862406591387,"G1"
"J3.D041912.3_8_M.1.1",-0.900822746944961,-0.715945461493148,"G1"
"J3.D042044.3_9_M.1.1",-0.472452356171555,-0.416635269212606,"G1"
"J3.D042193.3_8_M.1.1",-0.352205967766381,-0.698504823866706,"G1"
"J3.D042467.3_9_M.1.1",-0.975484365792793,-0.321230412579624,"G1"
"J3.D042479.3_8_M.1.1",-0.757142556830028,-0.550059641961509,"G1"
"J3.D045140.3_38_F.1.1",-0.484474266129733,-0.272850433288149,"G1"
"J3.MAA000409.3_10_M.1.1",-1.02240011929389,2.11176080684027,"G2M"
"J3.MAA000596.3_9_M.1.1",0.9627956847813,-0.853811256741354,"S"
"J3.MAA000600.3_8_M.1.1",2.07689422492866,0.349403433788518,"S"
"J3.MAA000652.3_10_M.1.1",-0.583732728182363,-0.601816106291053,"G1"
"J3.MAA000844.3_10_M.1.1",1.08000445312274,3.55988236984579,"G2M"
"J3.MAA000848.3_10_M.1.1",0.31302061244749,-1.05821412264006,"S"
"J3.MAA001844.3_38_F.1.1",0.535308941980565,-0.149234169266641,"S"
"J3.MAA001883.3_39_F.1.1",-0.792182484607074,-0.785171427806041,"G1"
"J3.MAA001884.3_38_F.1.1",-1.01751386897647,-0.934123685443639,"G1"
"J3.MAA001887.3_39_F.1.1",-0.946893906078925,-0.656273398215613,"G1"
"J4.D041912.3_8_M.1.1",2.22663133525364,0.554180786515871,"S"
"J4.D042044.3_9_M.1.1",-1.07215487999079,-0.755271182555163,"G1"
"J4.D042193.3_8_M.1.1",-0.821322464241237,-0.286182042452796,"G1"
"J4.D042479.3_8_M.1.1",-0.933978274990113,-0.343270068867249,"G1"
"J4.MAA000409.3_10_M.1.1",-1.03701002840939,-0.631642670916671,"G1"
"J4.MAA000596.3_9_M.1.1",-1.06836814932318,-0.827780035328228,"G1"
"J4.MAA000600.3_8_M.1.1",-0.304843598443324,0.0145892967451991,"G2M"
"J4.MAA000639.3_9_M.1.1",-0.665209720614645,-0.545068998589802,"G1"
"J4.MAA000652.3_10_M.1.1",-0.930581740690182,-0.545606810197984,"G1"
"J4.MAA000844.3_10_M.1.1",-0.466462827131161,-0.443115854828705,"G1"
"J4.MAA000848.3_10_M.1.1",1.53210214363396,0.0316834585875647,"S"
"J4.MAA001844.3_38_F.1.1",-0.975867955729204,-0.953977035362565,"G1"
"J4.MAA001883.3_39_F.1.1",-0.314657259606939,-0.652088081097921,"G1"
"J4.MAA001884.3_38_F.1.1",-0.750287073924113,-0.617576858386905,"G1"
"J4.MAA001887.3_39_F.1.1",-0.373263114282373,-0.805108851444176,"G1"
"J4.MAA001888.3_39_F.1.1",-0.635013954054591,-0.477790346406028,"G1"
"J5.D041912.3_8_M.1.1",0.41833069338552,2.97045564359902,"G2M"
"J5.D042044.3_9_M.1.1",-0.875473320158411,-0.799276713651165,"G1"
"J5.D042193.3_8_M.1.1",-0.505333476126607,-0.601638379403946,"G1"
"J5.D042479.3_8_M.1.1",-0.843759721408919,-0.589214706187986,"G1"
"J5.MAA000409.3_10_M.1.1",-0.858118240093366,-0.469592281029244,"G1"
"J5.MAA000600.3_8_M.1.1",-0.745718109305145,-0.663357083097111,"G1"
"J5.MAA000652.3_10_M.1.1",2.30996358054673,1.88733345936672,"S"
"J5.MAA000844.3_10_M.1.1",-0.594024737834719,-0.926811022018132,"G1"
"J5.MAA000848.3_10_M.1.1",1.85051248216679,-0.0950026757899778,"S"
"J5.MAA001883.3_39_F.1.1",-0.751083472939367,-1.218197361096,"G1"
"J5.MAA001884.3_38_F.1.1",-0.197770474563485,0.394859335974687,"G2M"
"J6.D041912.3_8_M.1.1",-0.875521511429148,0.203592495478015,"G2M"
"J6.D042044.3_9_M.1.1",-0.894377026252845,3.84990650579091,"G2M"
"J6.D045140.3_38_F.1.1",1.11471085734429,1.96160382873027,"G2M"
"J6.MAA000409.3_10_M.1.1",-0.939376456231511,-0.383927772558597,"G1"
"J6.MAA000596.3_9_M.1.1",-0.281295873767043,-0.63750126690755,"G1"
"J6.MAA000639.3_9_M.1.1",0.816640801407937,2.36671180971951,"G2M"
"J6.MAA000652.3_10_M.1.1",2.24345809511578,1.55069388475532,"S"
"J6.MAA000844.3_10_M.1.1",-1.0410811925113,-0.952293585669384,"G1"
"J6.MAA000848.3_10_M.1.1",1.46744767810147,0.180115907998096,"S"
"J6.MAA001844.3_38_F.1.1",-0.470992344412853,-0.496555659995838,"G1"
"J6.MAA001883.3_39_F.1.1",-1.19803768399125,-1.2174077389471,"G1"
"J6.MAA001884.3_38_F.1.1",-0.217773052632291,-0.727088124241293,"G1"
"J6.MAA001887.3_39_F.1.1",-0.851373656382775,-0.954237224983158,"G1"
"J7.D041912.3_8_M.1.1",-0.834664352221433,1.78595008608666,"G2M"
"J7.D042044.3_9_M.1.1",1.36923868322467,3.61711900826355,"G2M"
"J7.D042193.3_8_M.1.1",-0.653342942551741,-0.61370385235144,"G1"
"J7.D042479.3_8_M.1.1",-1.18506722237401,-0.866622086302213,"G1"
"J7.D045140.3_38_F.1.1",-0.743207655516681,-0.772883843988287,"G1"
"J7.MAA000409.3_10_M.1.1",-1.05760653827624,0.489433540056784,"G2M"
"J7.MAA000596.3_9_M.1.1",-1.30140560902058,-0.554532406645615,"G1"
"J7.MAA000600.3_8_M.1.1",2.22245871675374,-0.867889997179446,"S"
"J7.MAA000652.3_10_M.1.1",-0.846660722951311,-0.836235680826613,"G1"
"J7.MAA000844.3_10_M.1.1",-0.510910511582853,-0.435600067218661,"G1"
"J7.MAA000848.3_10_M.1.1",1.10383475043314,-0.647065502209906,"S"
"J7.MAA001844.3_38_F.1.1",-0.935636787249984,-0.951822401545573,"G1"
"J7.MAA001883.3_39_F.1.1",-0.903099501672116,-0.710888801016179,"G1"
"J7.MAA001884.3_38_F.1.1",-0.400383531566508,-0.434331290709599,"G1"
"J7.MAA001887.3_39_F.1.1",2.17295974714367,0.62311874342423,"S"
"J8.D041912.3_8_M.1.1",-0.539695223960996,-0.59220232127068,"G1"
"J8.D042044.3_9_M.1.1",1.13012153163947,3.77537154357436,"G2M"
"J8.D042193.3_8_M.1.1",-0.872758075182777,-0.470664956853373,"G1"
